customer_id,segment,region,acquisition_channel,first_transaction_date,last_transaction_date,transaction_span_days,total_revenue,total_cost,contribution_margin,contribution_margin_pct,transaction_count,avg_revenue_per_transaction,revenue_per_transaction_span_day
C0000359,Startup,North America,referral,2024-12-16,2025-12-19,369,4723.89,3251.05,1472.84,0.311785,11,429.44,12.8
C0000363,Startup,APAC,referral,2023-12-07,2025-11-05,700,1837.21,1139.23,697.98,0.379913,15,122.48,2.62
C0000364,SMB,APAC,referral,2023-06-28,2025-04-11,654,6502.14,4026.26,2475.88,0.380779,15,433.48,9.94
C0000375,Startup,APAC,referral,2024-01-04,2025-08-26,601,744.15,398.23,345.92,0.464853,8,93.02,1.24
C0000383,SMB,EMEA,referral,2025-08-23,2025-11-08,78,8756.3,6703.96,2052.34,0.234384,6,1459.38,112.26
C0000386,SMB,North America,referral,2025-12-24,2025-12-26,3,699.16,417.94,281.22,0.402226,3,233.05,233.05
C0000391,Startup,LATAM,referral,2025-04-19,2025-05-12,24,1070.72,769.74,300.98,0.281101,2,535.36,44.61
C0000393,Startup,North America,referral,2025-06-04,2025-08-23,81,425.45,247.86,177.59,0.417417,4,106.36,5.25
C0000397,SMB,APAC,referral,2025-08-30,2025-10-24,56,749.41,393.61,355.8,0.474773,4,187.35,13.38
C0000403,Startup,LATAM,referral,2025-07-27,2025-12-19,146,2225.97,1560.1,665.87,0.299137,5,445.19,15.25
C0000406,Mid-Market,EMEA,referral,2025-10-14,2025-12-23,71,4035.59,2019.56,2016.03,0.499563,5,807.12,56.84
C0000407,SMB,EMEA,referral,2024-04-19,2025-12-21,612,6472.78,3853.83,2618.95,0.40461,17,380.75,10.58
C0000410,Mid-Market,APAC,referral,2025-12-31,2025-12-31,1,346.73,161.2,185.53,0.535085,2,173.36,346.73
C0000416,SMB,APAC,referral,2024-03-18,2025-01-12,301,2483.66,1450.19,1033.47,0.416108,11,225.79,8.25
C0000419,Mid-Market,North America,referral,2023-12-31,2025-12-29,730,23232.13,14734.01,8498.12,0.365792,32,726.0,31.82
C0000423,Mid-Market,EMEA,referral,2023-01-20,2025-05-03,835,21623.84,11833.79,9790.05,0.452743,34,636.0,25.9
C0000425,Mid-Market,North America,referral,2025-03-20,2025-04-19,31,1897.2,1054.95,842.25,0.443944,4,474.3,61.2
C0000431,Mid-Market,EMEA,referral,2025-11-20,2025-12-28,39,2900.19,1609.67,1290.52,0.444978,5,580.04,74.36
C0000433,SMB,EMEA,referral,2025-06-22,2025-12-21,183,1806.17,1094.03,712.14,0.394282,7,258.02,9.87
C0000436,Mid-Market,LATAM,referral,2024-01-22,2024-10-18,271,6324.13,3895.76,2428.37,0.383985,16,395.26,23.34
C0000439,Startup,EMEA,referral,2025-07-06,2025-12-27,175,1597.36,887.33,710.03,0.444502,7,228.19,9.13
C0000441,Enterprise,EMEA,referral,2025-10-04,2025-10-31,28,2901.33,1689.51,1211.82,0.417677,2,1450.66,103.62
C0000447,SMB,EMEA,referral,2025-12-27,2025-12-27,1,219.02,109.75,109.27,0.498904,1,219.02,219.02
C0000448,Startup,North America,referral,2025-04-22,2025-06-17,57,105.65,59.31,46.34,0.438618,3,35.22,1.85
C0000455,Enterprise,LATAM,referral,2023-07-17,2024-06-16,336,28693.14,18004.06,10689.08,0.372531,24,1195.55,85.4
C0000459,Mid-Market,EMEA,referral,2025-08-09,2025-12-25,139,6101.24,3639.13,2462.11,0.403543,10,610.12,43.89
C0000468,Startup,North America,referral,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0
C0000469,Mid-Market,EMEA,referral,2023-11-23,2025-12-29,768,38705.11,22163.71,16541.4,0.42737,29,1334.66,50.4
C0000477,Enterprise,North America,referral,2024-10-03,2025-11-17,411,36256.83,26447.76,9809.07,0.270544,26,1394.49,88.22
C0000484,Mid-Market,North America,referral,2024-05-24,2024-12-17,208,16077.54,9874.65,6202.89,0.385811,20,803.88,77.3
C0000487,Mid-Market,LATAM,referral,2024-12-20,2025-12-20,366,3307.03,2248.22,1058.81,0.320169,11,300.64,9.04
C0000488,Startup,EMEA,referral,2024-02-10,2025-12-28,688,2384.29,1435.95,948.34,0.397745,19,125.49,3.47
C0000494,Enterprise,EMEA,referral,2024-05-27,2024-08-31,97,6235.63,4556.73,1678.9,0.269243,6,1039.27,64.28
C0000502,Mid-Market,North America,referral,2025-10-25,2025-12-04,41,6551.69,4381.69,2170.0,0.331212,7,935.96,159.8
C0000503,Mid-Market,EMEA,referral,2025-11-24,2025-12-26,33,2713.18,1630.72,1082.46,0.398964,4,678.3,82.22
C0000505,Mid-Market,EMEA,referral,2025-01-10,2025-01-18,9,1090.21,768.13,322.08,0.295429,2,545.1,121.13
C0000506,Mid-Market,APAC,referral,2025-08-09,2025-12-23,137,9721.49,6714.36,3007.13,0.309328,10,972.15,70.96
C0000507,Mid-Market,LATAM,referral,2024-05-23,2025-12-28,585,18020.22,10986.9,7033.32,0.390302,34,530.01,30.8
C0000511,SMB,APAC,referral,2023-07-06,2024-02-16,226,1505.31,1110.15,395.16,0.262511,7,215.04,6.66
C0000522,Startup,EMEA,referral,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0
C0000524,Startup,North America,referral,2025-03-21,2025-12-31,286,2129.75,1208.92,920.83,0.432365,13,163.83,7.45
C0000526,SMB,LATAM,referral,2024-08-23,2025-08-18,361,2371.12,1357.45,1013.67,0.427507,14,169.37,6.57
C0000527,Startup,EMEA,referral,2025-12-24,2025-12-24,1,45.39,35.05,10.34,0.227803,1,45.39,45.39
C0000531,Enterprise,LATAM,referral,2025-05-27,2025-11-27,185,4667.9,3104.8,1563.1,0.334862,5,933.58,25.23
C0000532,Enterprise,North America,referral,2025-07-08,2025-09-15,70,27780.79,18299.35,9481.44,0.341295,13,2136.98,396.87
C0000534,Mid-Market,North America,referral,2025-04-20,2025-09-29,163,6861.81,3885.84,2975.97,0.4337,12,571.82,42.1
C0000544,SMB,EMEA,referral,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0
C0000545,Mid-Market,North America,referral,2023-09-27,2024-03-26,182,4177.81,2390.75,1787.06,0.42775,8,522.23,22.96
C0000549,SMB,EMEA,referral,2025-07-14,2025-12-01,141,5184.77,3246.96,1937.81,0.37375,8,648.1,36.77
C0000553,Startup,EMEA,referral,2023-12-19,2025-12-20,733,2201.47,1144.47,1057.0,0.480134,23,95.72,3.0
C0000558,SMB,North America,referral,2024-12-27,2025-12-05,344,4508.35,2349.35,2159.0,0.478889,10,450.84,13.11
C0000559,SMB,LATAM,referral,2025-11-21,2025-11-21,1,452.92,375.71,77.21,0.170472,1,452.92,452.92
C0000564,Startup,EMEA,referral,2025-05-26,2025-11-25,184,1003.69,518.5,485.19,0.483406,8,125.46,5.45
C0000565,SMB,EMEA,referral,2025-04-26,2025-04-26,1,186.11,91.91,94.2,0.506152,1,186.11,186.11
C0000566,SMB,EMEA,referral,2025-05-05,2025-07-28,85,1717.89,1105.23,612.66,0.356635,9,190.88,20.21
C0000570,SMB,North America,referral,2025-04-14,2025-04-14,1,224.34,128.52,95.82,0.42712,1,224.34,224.34
C0000572,Mid-Market,North America,referral,2025-09-17,2025-12-26,101,8026.51,4698.48,3328.03,0.41463,11,729.68,79.47
C0000576,SMB,APAC,referral,2025-01-23,2025-06-05,134,1993.56,1308.06,685.5,0.343857,7,284.79,14.88
C0000588,Startup,EMEA,referral,2024-10-20,2025-12-30,437,1562.11,858.13,703.98,0.45066,10,156.21,3.57
C0000594,SMB,APAC,referral,2025-03-30,2025-11-19,235,4391.92,2622.59,1769.33,0.40286,14,313.71,18.69
C0000595,Startup,APAC,referral,2023-02-17,2023-09-15,211,263.36,138.76,124.6,0.473117,4,65.84,1.25
C0000596,Startup,North America,referral,2024-05-29,2024-10-06,131,353.54,189.07,164.47,0.465209,4,88.38,2.7
C0000600,SMB,APAC,referral,2025-05-30,2025-09-26,120,208.8,101.34,107.46,0.514655,2,104.4,1.74
C0000601,Enterprise,North America,referral,2024-11-28,2025-03-15,108,30810.16,21720.49,9089.67,0.295022,10,3081.02,285.28
C0000607,Mid-Market,North America,referral,2025-09-30,2025-12-10,72,5009.65,2914.38,2095.27,0.418247,11,455.42,69.58
C0000608,Mid-Market,North America,referral,2023-10-10,2024-09-14,341,13207.61,7869.45,5338.16,0.404173,27,489.17,38.73
C0000613,SMB,North America,referral,2025-12-13,2025-12-14,2,2261.64,1404.3,857.34,0.379079,2,1130.82,1130.82
C0000619,SMB,North America,referral,2023-08-21,2025-07-28,708,5508.35,3007.7,2500.65,0.453974,17,324.02,7.78
C0000635,Mid-Market,North America,referral,2023-04-09,2024-10-08,549,17640.17,10659.15,6981.02,0.395746,31,569.04,32.13
C0000637,Mid-Market,North America,referral,2025-10-15,2025-12-06,53,609.03,331.44,277.59,0.45579,3,203.01,11.49
C0000639,SMB,EMEA,referral,2025-08-19,2025-12-20,124,3937.66,2636.13,1301.53,0.330534,10,393.77,31.76
C0000646,SMB,LATAM,referral,2025-09-25,2025-09-25,1,925.53,517.24,408.29,0.441142,1,925.53,925.53
C0000648,Enterprise,EMEA,referral,2025-02-01,2025-06-03,123,7562.99,5429.61,2133.38,0.282082,9,840.33,61.49
C0000674,Mid-Market,LATAM,referral,2025-05-31,2025-08-03,65,1908.56,1269.64,638.92,0.334765,2,954.28,29.36
C0000677,Mid-Market,APAC,referral,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0
C0000681,Enterprise,North America,referral,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0
C0000695,SMB,EMEA,referral,2025-12-15,2025-12-15,1,1081.76,929.09,152.67,0.141131,1,1081.76,1081.76
C0000710,Mid-Market,LATAM,referral,2025-04-29,2025-09-22,147,6412.81,4469.4,1943.41,0.303051,6,1068.8,43.62
C0000716,Enterprise,LATAM,referral,2023-12-23,2025-10-22,670,53807.12,40831.01,12976.11,0.24116,37,1454.25,80.31
C0000723,Mid-Market,North America,referral,2023-03-20,2023-07-08,111,10118.97,6499.05,3619.92,0.357736,9,1124.33,91.16
C0000725,Startup,LATAM,referral,2023-07-15,2025-12-29,899,3246.39,1841.03,1405.36,0.432899,22,147.56,3.61
C0000729,SMB,APAC,referral,2025-02-18,2025-12-23,309,3519.57,1925.89,1593.68,0.452805,13,270.74,11.39
C0000736,Startup,LATAM,referral,2025-05-25,2025-09-11,110,553.95,270.02,283.93,0.512555,4,138.49,5.04
C0000739,SMB,APAC,referral,2024-08-24,2025-11-24,458,2783.63,1458.6,1325.03,0.476008,12,231.97,6.08
C0000740,Startup,LATAM,referral,2024-09-22,2025-10-25,399,1907.75,987.38,920.37,0.482437,9,211.97,4.78
C0000741,Mid-Market,EMEA,referral,2023-02-11,2024-05-28,473,29153.56,19466.3,9687.26,0.332284,26,1121.29,61.64
C0000743,SMB,North America,referral,2025-10-05,2025-10-23,19,426.58,285.97,140.61,0.329622,2,213.29,22.45
C0000744,Enterprise,APAC,referral,2023-01-29,2023-06-29,152,32261.4,20887.5,11373.9,0.352554,10,3226.14,212.25
C0000755,Startup,LATAM,referral,2025-06-10,2025-09-18,101,557.23,276.14,281.09,0.504442,4,139.31,5.52
C0000758,SMB,APAC,referral,2025-11-22,2025-12-22,31,1210.97,519.9,691.07,0.570675,2,605.48,39.06
C0000766,SMB,EMEA,referral,2023-01-29,2024-02-14,382,5386.29,2847.7,2538.59,0.471306,16,336.64,14.1
C0000768,Mid-Market,EMEA,referral,2023-04-19,2023-08-22,126,1961.64,977.68,983.96,0.501601,4,490.41,15.57
C0000774,SMB,North America,referral,2025-10-20,2025-12-29,71,1061.72,731.79,329.93,0.31075,3,353.91,14.95
C0000778,SMB,North America,referral,2023-12-09,2025-12-22,745,3361.57,2037.61,1323.96,0.393852,19,176.92,4.51
C0000782,Enterprise,LATAM,referral,2025-11-09,2025-12-27,49,10228.2,7549.19,2679.01,0.261924,5,2045.64,208.74
C0000785,SMB,North America,referral,2025-12-24,2025-12-24,1,590.3,430.86,159.44,0.2701,1,590.3,590.3
C0000786,Startup,LATAM,referral,2024-10-30,2025-09-02,308,1525.78,849.45,676.33,0.443268,8,190.72,4.95
C0000796,Enterprise,APAC,referral,2024-06-25,2024-09-03,71,98666.34,73502.99,25163.35,0.255035,21,4698.4,1389.67
C0000802,Startup,EMEA,referral,2024-05-30,2025-12-17,567,1266.73,693.91,572.82,0.452204,12,105.56,2.23
C0000813,Enterprise,EMEA,referral,2025-12-27,2025-12-31,5,15739.15,11474.03,4265.12,0.270988,5,3147.83,3147.83
C0000823,Mid-Market,APAC,referral,2024-05-06,2024-11-01,180,5473.91,2763.18,2710.73,0.495209,9,608.21,30.41
C0000828,SMB,North America,referral,2024-02-25,2024-03-03,8,1616.22,1277.71,338.51,0.209445,2,808.11,202.03
C0000830,SMB,APAC,referral,2024-04-28,2025-09-14,505,10636.67,7839.98,2796.69,0.262929,25,425.47,21.06
C0000841,Mid-Market,LATAM,referral,2023-01-28,2024-08-13,564,11542.05,6543.81,4998.24,0.433046,23,501.83,20.46
C0000844,Startup,APAC,referral,2024-10-26,2025-12-11,412,2860.82,1875.94,984.88,0.344265,14,204.34,6.94
C0000846,SMB,APAC,referral,2025-12-01,2025-12-01,1,143.23,62.59,80.64,0.563011,1,143.23,143.23
C0000857,SMB,EMEA,referral,2025-06-22,2025-12-28,190,9775.36,6474.16,3301.2,0.337706,12,814.61,51.45
C0000858,Enterprise,EMEA,referral,2025-10-26,2025-12-22,58,3652.02,2685.26,966.76,0.264719,2,1826.01,62.97
C0000859,SMB,North America,referral,2024-08-07,2025-04-14,251,1027.62,704.19,323.43,0.314737,9,114.18,4.09
C0000860,Mid-Market,North America,referral,2025-03-12,2025-11-06,240,8549.77,5103.27,3446.5,0.40311,14,610.7,35.62
C0000862,Startup,North America,referral,2025-07-22,2025-12-30,162,1218.15,710.92,507.23,0.416394,8,152.27,7.52
C0000873,Mid-Market,EMEA,referral,2025-12-19,2025-12-28,10,3630.98,1893.49,1737.49,0.478518,5,726.2,363.1
C0000883,SMB,North America,referral,2025-11-24,2025-12-06,13,165.22,93.22,72.0,0.435783,2,82.61,12.71
C0000891,Startup,EMEA,referral,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0
C0000892,SMB,EMEA,referral,2025-12-06,2025-12-10,5,261.41,132.7,128.71,0.492368,2,130.7,52.28
C0000895,Enterprise,EMEA,referral,2025-07-19,2025-12-14,149,11929.76,8956.97,2972.79,0.249191,9,1325.53,80.07
C0000897,Mid-Market,EMEA,referral,2024-04-25,2025-12-15,600,18182.16,10359.72,7822.44,0.430226,25,727.29,30.3
C0000904,Mid-Market,APAC,referral,2025-01-12,2025-01-26,15,631.53,357.2,274.33,0.434389,4,157.88,42.1
C0000905,SMB,EMEA,referral,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0
C0000907,Startup,APAC,referral,2024-12-20,2025-09-30,285,706.55,407.65,298.9,0.423042,8,88.32,2.48
C0000912,SMB,EMEA,referral,2025-11-07,2025-12-18,42,734.51,412.28,322.23,0.438701,3,244.84,17.49
C0000917,SMB,APAC,referral,2023-07-07,2025-12-26,904,10666.84,6352.67,4314.17,0.404447,39,273.51,11.8
C0000922,Startup,LATAM,referral,2025-09-27,2025-11-19,54,492.78,255.44,237.34,0.481635,4,123.2,9.13
C0000923,Enterprise,LATAM,referral,2025-04-30,2025-10-30,184,21472.66,15195.45,6277.21,0.292335,8,2684.08,116.7
C0000930,SMB,EMEA,referral,2025-06-27,2025-08-01,36,758.85,429.88,328.97,0.433511,4,189.71,21.08
C0000933,SMB,North America,referral,2024-09-04,2024-09-04,1,59.55,27.19,32.36,0.543409,1,59.55,59.55
C0000944,SMB,North America,referral,2024-11-16,2025-12-29,409,3603.52,2203.24,1400.28,0.388587,17,211.97,8.81
C0000949,SMB,EMEA,referral,2025-11-18,2025-12-01,14,734.3,538.92,195.38,0.266077,2,367.15,52.45
C0000950,Mid-Market,North America,referral,2024-06-20,2025-03-15,269,10418.17,7277.31,3140.86,0.301479,16,651.14,38.73
C0000954,Startup,LATAM,referral,2023-10-31,2024-02-02,95,849.8,466.04,383.76,0.451589,7,121.4,8.95
C0000968,SMB,North America,referral,2024-01-15,2025-12-08,694,11432.55,7597.12,3835.43,0.335483,18,635.14,16.47
C0000970,Startup,North America,referral,2024-01-20,2025-12-04,685,1733.9,961.95,771.95,0.44521,14,123.85,2.53
C0000975,SMB,LATAM,referral,2024-05-27,2025-12-11,564,5831.62,3043.97,2787.65,0.478023,23,253.55,10.34
C0000984,Startup,APAC,referral,2024-12-09,2025-12-31,388,1522.11,887.93,634.18,0.416645,12,126.84,3.92
C0000985,Mid-Market,EMEA,referral,2023-10-17,2025-09-11,696,20662.33,13933.27,6729.06,0.325668,29,712.49,29.69
C0001000,Mid-Market,North America,referral,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0
C0001012,Mid-Market,EMEA,referral,2025-03-19,2025-09-03,169,10036.3,6384.62,3651.68,0.363847,14,716.88,59.39
C0001017,Mid-Market,EMEA,referral,2025-06-14,2025-12-07,177,8492.56,5593.42,2899.14,0.341374,13,653.27,47.98
C0001030,Mid-Market,APAC,referral,2024-09-12,2025-10-02,386,11872.59,8005.98,3866.61,0.325675,20,593.63,30.76
C0001031,Mid-Market,EMEA,referral,2025-02-16,2025-12-30,318,9740.72,5475.52,4265.2,0.437873,18,541.15,30.63
C0001038,Startup,North America,referral,2024-10-01,2024-12-01,62,519.12,273.31,245.81,0.473513,4,129.78,8.37
C0001039,SMB,APAC,referral,2025-01-27,2025-11-12,290,4671.54,3083.98,1587.56,0.339837,12,389.3,16.11
C0001040,Mid-Market,LATAM,referral,2023-08-30,2024-06-18,294,15532.18,9663.63,5868.55,0.377832,13,1194.78,52.83
C0001042,SMB,APAC,referral,2025-05-13,2025-12-09,211,2258.3,1532.26,726.04,0.321498,6,376.38,10.7
C0001043,Mid-Market,EMEA,referral,2025-04-25,2025-10-19,178,6670.04,3526.57,3143.47,0.471282,12,555.84,37.47
C0001044,SMB,EMEA,referral,2025-06-01,2025-10-31,153,1709.0,1033.74,675.26,0.39512,10,170.9,11.17
C0001047,SMB,APAC,referral,2023-12-30,2025-01-03,371,3316.83,2126.96,1189.87,0.358737,15,221.12,8.94
C0001062,Mid-Market,EMEA,referral,2025-03-22,2025-12-17,271,9985.14,6390.01,3595.13,0.360048,19,525.53,36.85
C0001065,SMB,APAC,referral,2024-05-27,2025-12-28,581,7273.73,4396.63,2877.1,0.395547,29,250.82,12.52
C0001071,SMB,APAC,referral,2025-10-23,2025-10-23,1,148.93,78.93,70.0,0.470019,1,148.93,148.93
C0001077,SMB,EMEA,referral,2025-01-30,2025-09-07,221,2255.51,1236.89,1018.62,0.451614,14,161.11,10.21
C0001081,SMB,North America,referral,2024-03-04,2025-03-01,363,1178.21,730.68,447.53,0.379839,8,147.28,3.25
C0001085,Mid-Market,APAC,referral,2025-12-21,2025-12-21,1,928.01,645.02,282.99,0.304943,1,928.01,928.01
C0001090,SMB,North America,referral,2024-11-16,2025-03-17,122,1420.87,884.51,536.36,0.377487,5,284.17,11.65
C0001094,Mid-Market,EMEA,referral,2024-03-19,2024-10-07,203,11430.31,7218.02,4212.29,0.368519,12,952.53,56.31
C0001105,Startup,North America,referral,2023-09-20,2024-04-04,198,326.36,176.78,149.58,0.458328,4,81.59,1.65
C0001118,SMB,LATAM,referral,2025-08-09,2025-11-11,95,1385.11,787.35,597.76,0.431561,9,153.9,14.58
C0001133,Mid-Market,LATAM,referral,2023-07-28,2025-11-09,836,27060.93,18387.63,8673.3,0.32051,27,1002.26,32.37
C0001135,SMB,APAC,referral,2025-12-24,2025-12-29,6,856.64,524.21,332.43,0.388063,2,428.32,142.77
C0001145,Mid-Market,North America,referral,2024-10-01,2025-12-18,444,12551.57,7575.63,4975.94,0.39644,17,738.33,28.27
C0001157,Mid-Market,North America,referral,2023-04-17,2024-10-02,535,17077.14,11481.72,5595.42,0.327656,30,569.24,31.92
C0001162,Mid-Market,North America,referral,2025-04-23,2025-12-09,231,3701.27,2329.04,1372.23,0.370746,7,528.75,16.02
C0001164,Startup,APAC,referral,2023-11-14,2024-01-17,65,620.91,329.6,291.31,0.469166,4,155.23,9.55
C0001171,Mid-Market,EMEA,referral,2024-09-07,2025-04-25,231,2422.03,1366.19,1055.84,0.435932,6,403.67,10.48
C0001182,SMB,North America,referral,2023-11-19,2025-11-10,723,6367.54,3385.51,2982.03,0.468317,22,289.43,8.81
C0001187,Enterprise,EMEA,referral,2024-08-28,2025-11-10,440,62308.61,44673.14,17635.47,0.283034,34,1832.61,141.61
C0001199,Mid-Market,APAC,referral,2024-05-18,2025-12-28,590,11090.58,6257.69,4832.89,0.435765,24,462.11,18.8
C0001201,Mid-Market,EMEA,referral,2025-02-19,2025-11-13,268,6968.39,4225.35,2743.04,0.39364,14,497.74,26.0
C0001204,Mid-Market,North America,referral,2025-06-08,2025-12-11,187,2564.28,1354.83,1209.45,0.471653,7,366.33,13.71
C0001206,Mid-Market,EMEA,referral,2023-05-22,2024-02-12,267,7633.45,4304.55,3328.9,0.436094,12,636.12,28.59
C0001207,Startup,APAC,referral,2025-03-18,2025-12-06,264,1072.0,792.49,279.51,0.260737,7,153.14,4.06
C0001214,SMB,North America,referral,2024-08-14,2025-05-08,268,1109.71,605.86,503.85,0.454038,8,138.71,4.14
C0001216,Enterprise,EMEA,referral,2025-01-17,2025-02-16,31,8610.37,6806.02,1804.35,0.209555,6,1435.06,277.75
C0001231,Mid-Market,EMEA,referral,2024-02-08,2024-05-02,85,3138.5,2167.28,971.22,0.309454,6,523.08,36.92
C0001273,Mid-Market,North America,referral,2024-08-29,2025-07-04,310,5921.82,3692.85,2228.97,0.376399,13,455.52,19.1
C0001289,SMB,EMEA,referral,2024-11-03,2025-12-06,399,3669.74,2193.99,1475.75,0.40214,13,282.29,9.2
C0001299,SMB,APAC,referral,2025-06-14,2025-12-30,200,4031.6,2413.9,1617.7,0.401255,9,447.96,20.16
C0001302,Enterprise,North America,referral,2025-02-24,2025-12-25,305,48097.29,33930.77,14166.52,0.294539,28,1717.76,157.7
C0001303,Mid-Market,North America,referral,2025-08-01,2025-10-31,92,9860.31,6321.78,3538.53,0.358866,11,896.39,107.18
C0001304,Enterprise,North America,referral,2024-03-18,2024-10-31,228,33637.13,21841.87,11795.26,0.350662,20,1681.86,147.53
C0001306,SMB,EMEA,referral,2025-11-16,2025-12-24,39,527.37,351.32,176.05,0.333826,2,263.68,13.52
C0001307,Startup,APAC,referral,2025-04-07,2025-10-24,201,914.69,450.51,464.18,0.507472,7,130.67,4.55
C0001312,Mid-Market,LATAM,referral,2025-11-12,2025-11-12,1,424.4,255.83,168.57,0.397196,1,424.4,424.4
C0001313,Mid-Market,North America,referral,2025-02-27,2025-12-26,303,6665.9,3876.77,2789.13,0.418418,12,555.49,22.0
C0001318,Startup,EMEA,referral,2023-02-25,2023-11-02,251,1320.1,829.39,490.71,0.371722,8,165.01,5.26
C0001322,SMB,North America,referral,2024-11-28,2025-11-26,364,4144.67,2463.73,1680.94,0.405567,19,218.14,11.39
C0001324,SMB,LATAM,referral,2025-08-07,2025-09-18,43,2333.8,1734.72,599.08,0.256697,4,583.45,54.27
C0001333,Mid-Market,APAC,referral,2025-02-16,2025-09-01,198,9583.97,5619.54,3964.43,0.413652,17,563.76,48.4
C0001337,Mid-Market,EMEA,referral,2024-01-18,2025-11-04,657,22382.27,14333.06,8049.21,0.359624,28,799.37,34.07
C0001347,Mid-Market,North America,referral,2024-10-15,2025-12-03,415,10377.5,6271.64,4105.86,0.39565,24,432.4,25.01
C0001348,Startup,North America,referral,2024-08-10,2025-12-22,500,2373.06,1495.92,877.14,0.369624,15,158.2,4.75
C0001352,Startup,EMEA,referral,2025-09-08,2025-12-26,110,1041.43,719.62,321.81,0.309008,6,173.57,9.47
C0001353,Mid-Market,EMEA,referral,2024-04-18,2025-12-29,621,22079.92,13910.03,8169.89,0.370014,38,581.05,35.56
C0001357,SMB,North America,referral,2025-02-02,2025-12-16,318,4513.0,2671.25,1841.75,0.408099,14,322.36,14.19
C0001358,Startup,North America,referral,2024-11-15,2025-11-14,365,1329.98,781.23,548.75,0.4126,10,133.0,3.64
C0001362,Enterprise,EMEA,referral,2024-07-31,2025-09-27,424,71491.89,51643.5,19848.39,0.277631,25,2859.68,168.61
C0001369,Mid-Market,EMEA,referral,2024-01-09,2024-12-16,343,10938.64,6531.15,4407.49,0.402929,21,520.89,31.89
C0001377,SMB,LATAM,referral,2025-06-18,2025-12-02,168,422.2,237.84,184.36,0.436665,2,211.1,2.51
C0001379,Mid-Market,North America,referral,2025-05-03,2025-12-10,222,10397.4,6696.43,3700.97,0.355951,8,1299.68,46.84
C0001382,Mid-Market,APAC,referral,2023-03-16,2025-05-19,796,20980.99,12915.58,8065.41,0.384415,35,599.46,26.36
C0001387,Mid-Market,North America,referral,2025-06-11,2025-12-31,204,7457.49,4813.61,2643.88,0.354527,12,621.46,36.56
C0001388,SMB,EMEA,referral,2024-07-27,2024-09-24,60,850.28,545.78,304.5,0.358117,3,283.43,14.17
C0001393,SMB,LATAM,referral,2023-08-14,2024-12-19,494,5278.32,3034.53,2243.79,0.425095,21,251.35,10.68
C0001394,SMB,EMEA,referral,2023-05-12,2025-12-24,958,6071.82,3292.24,2779.58,0.457784,28,216.85,6.34
C0001395,SMB,LATAM,referral,2025-09-06,2025-12-12,98,1066.06,596.65,469.41,0.440322,4,266.52,10.88
C0001403,Mid-Market,LATAM,referral,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0
C0001404,SMB,EMEA,referral,2024-08-06,2025-01-11,159,1719.13,883.36,835.77,0.486159,7,245.59,10.81
C0001409,Mid-Market,APAC,referral,2025-09-30,2025-12-30,92,942.44,549.21,393.23,0.417247,5,188.49,10.24
C0001411,Mid-Market,LATAM,referral,2025-11-21,2025-12-22,32,1333.76,661.98,671.78,0.503674,5,266.75,41.68
C0001414,SMB,EMEA,referral,2025-12-07,2025-12-12,6,814.13,620.72,193.41,0.237566,2,407.06,135.69
C0001425,SMB,EMEA,referral,2024-07-20,2025-02-17,213,1218.89,782.63,436.26,0.357916,8,152.36,5.72
C0001426,Startup,North America,referral,2024-08-18,2025-06-15,302,2157.9,1065.91,1091.99,0.506043,9,239.77,7.15
C0001430,Enterprise,North America,referral,2024-10-25,2025-05-27,215,42406.69,32827.07,9579.62,0.225899,19,2231.93,197.24
C0001432,Enterprise,EMEA,referral,2025-03-25,2025-04-19,26,10269.98,6905.41,3364.57,0.327612,9,1141.11,395.0
C0001434,Startup,APAC,referral,2023-11-25,2023-11-25,1,118.47,60.52,57.95,0.489153,1,118.47,118.47
C0001444,SMB,APAC,referral,2023-05-14,2023-11-22,193,2362.97,1410.05,952.92,0.403272,8,295.37,12.24
C0001445,Startup,North America,referral,2023-12-31,2025-03-02,428,1056.72,549.61,507.11,0.479891,11,96.07,2.47
C0001457,SMB,APAC,referral,2024-02-24,2025-12-10,656,3232.18,1875.66,1356.52,0.419692,14,230.87,4.93
C0001460,SMB,North America,referral,2024-10-14,2025-07-06,266,1528.37,946.89,581.48,0.380458,6,254.73,5.75
C0001472,Mid-Market,EMEA,referral,2023-12-16,2025-12-29,745,49790.03,31488.94,18301.09,0.367565,37,1345.68,66.83
C0001477,Mid-Market,APAC,referral,2024-12-01,2025-12-27,392,11570.29,7580.46,3989.83,0.344834,17,680.61,29.52
C0001484,Mid-Market,North America,referral,2024-02-14,2025-12-19,675,24276.06,15280.87,8995.19,0.370537,36,674.34,35.96
C0001486,Mid-Market,North America,referral,2023-05-01,2023-05-02,2,753.89,393.2,360.69,0.478438,2,376.94,376.94
C0001490,Enterprise,APAC,referral,2024-11-30,2025-03-23,114,29140.22,20953.46,8186.76,0.280944,15,1942.68,255.62
