cohort_month,activity_month,cohort_size,customers_active,month_0_active_customers,retained_month_0_customers,late_activation_customers,month_0_activation_rate,signup_activity_rate,retained_from_month_0_rate,cohort_revenue,average_revenue_per_active_customer
2024-11-01,2025-08-01,238,65,120,38,27,0.504202,0.273109,0.316667,93067.88,1431.81
2024-11-01,2025-09-01,238,52,120,33,19,0.504202,0.218487,0.275,58142.58,1118.13
2024-11-01,2025-10-01,238,42,120,22,20,0.504202,0.176471,0.183333,47421.57,1129.08
2024-11-01,2025-11-01,238,42,120,23,19,0.504202,0.176471,0.191667,69340.99,1650.98
2024-11-01,2025-12-01,238,40,120,26,14,0.504202,0.168067,0.216667,87723.64,2193.09
2024-12-01,2024-12-01,280,149,149,149,0,0.532143,0.532143,1.0,189172.22,1269.61
2024-12-01,2025-01-01,280,145,149,81,64,0.532143,0.517857,0.543624,163749.67,1129.31
2024-12-01,2025-02-01,280,123,149,69,54,0.532143,0.439286,0.463087,181088.31,1472.26
2024-12-01,2025-03-01,280,126,149,74,52,0.532143,0.45,0.496644,225678.38,1791.1
2024-12-01,2025-04-01,280,110,149,55,55,0.532143,0.392857,0.369128,109275.54,993.41
2024-12-01,2025-05-01,280,103,149,57,46,0.532143,0.367857,0.38255,121210.25,1176.8
2024-12-01,2025-06-01,280,88,149,47,41,0.532143,0.314286,0.315436,141872.01,1612.18
2024-12-01,2025-07-01,280,82,149,44,38,0.532143,0.292857,0.295302,95038.2,1159.0
2024-12-01,2025-08-01,280,88,149,51,37,0.532143,0.314286,0.342282,144854.72,1646.08
2024-12-01,2025-09-01,280,72,149,43,29,0.532143,0.257143,0.288591,87765.64,1218.97
2024-12-01,2025-10-01,280,70,149,36,34,0.532143,0.25,0.241611,175780.74,2511.15
2024-12-01,2025-11-01,280,61,149,33,28,0.532143,0.217857,0.221477,90102.19,1477.09
2024-12-01,2025-12-01,280,65,149,36,29,0.532143,0.232143,0.241611,119679.02,1841.22
2025-01-01,2025-01-01,297,152,152,152,0,0.511785,0.511785,1.0,233470.12,1535.99
2025-01-01,2025-02-01,297,140,152,79,61,0.511785,0.47138,0.519737,132995.26,949.97
2025-01-01,2025-03-01,297,122,152,61,61,0.511785,0.410774,0.401316,132658.15,1087.36
2025-01-01,2025-04-01,297,136,152,67,69,0.511785,0.457912,0.440789,166796.67,1226.45
2025-01-01,2025-05-01,297,105,152,55,50,0.511785,0.353535,0.361842,120363.09,1146.32
2025-01-01,2025-06-01,297,118,152,64,54,0.511785,0.397306,0.421053,117751.27,997.89
2025-01-01,2025-07-01,297,93,152,48,45,0.511785,0.313131,0.315789,137830.73,1482.05
2025-01-01,2025-08-01,297,78,152,42,36,0.511785,0.262626,0.276316,114760.57,1471.29
2025-01-01,2025-09-01,297,85,152,44,41,0.511785,0.286195,0.289474,113311.75,1333.08
2025-01-01,2025-10-01,297,73,152,42,31,0.511785,0.245791,0.276316,145471.72,1992.76
2025-01-01,2025-11-01,297,66,152,37,29,0.511785,0.222222,0.243421,76659.4,1161.51
2025-01-01,2025-12-01,297,66,152,40,26,0.511785,0.222222,0.263158,120382.57,1823.98
2025-02-01,2025-02-01,327,173,173,173,0,0.529052,0.529052,1.0,218401.78,1262.44
2025-02-01,2025-03-01,327,162,173,84,78,0.529052,0.495413,0.485549,228401.25,1409.88
2025-02-01,2025-04-01,327,160,173,86,74,0.529052,0.489297,0.49711,183982.81,1149.89
2025-02-01,2025-05-01,327,144,173,83,61,0.529052,0.440367,0.479769,167187.63,1161.03
2025-02-01,2025-06-01,327,133,173,78,55,0.529052,0.406728,0.450867,230380.78,1732.19
2025-02-01,2025-07-01,327,127,173,66,61,0.529052,0.388379,0.381503,136218.51,1072.59
2025-02-01,2025-08-01,327,118,173,70,48,0.529052,0.360856,0.404624,205478.78,1741.35
2025-02-01,2025-09-01,327,103,173,61,42,0.529052,0.314985,0.352601,116689.4,1132.91
2025-02-01,2025-10-01,327,97,173,59,38,0.529052,0.296636,0.34104,168126.83,1733.27
2025-02-01,2025-11-01,327,87,173,55,32,0.529052,0.266055,0.317919,104166.27,1197.31
2025-02-01,2025-12-01,327,93,173,52,41,0.529052,0.284404,0.300578,127754.43,1373.7
2025-03-01,2025-03-01,394,225,225,225,0,0.571066,0.571066,1.0,346115.09,1538.29
2025-03-01,2025-04-01,394,195,225,124,71,0.571066,0.494924,0.551111,311488.2,1597.38
2025-03-01,2025-05-01,394,175,225,111,64,0.571066,0.444162,0.493333,234898.78,1342.28
2025-03-01,2025-06-01,394,169,225,93,76,0.571066,0.428934,0.413333,259833.08,1537.47
2025-03-01,2025-07-01,394,137,225,82,55,0.571066,0.347716,0.364444,185379.09,1353.13
2025-03-01,2025-08-01,394,148,225,91,57,0.571066,0.375635,0.404444,171449.58,1158.44
2025-03-01,2025-09-01,394,130,225,75,55,0.571066,0.329949,0.333333,221555.48,1704.27
2025-03-01,2025-10-01,394,117,225,70,47,0.571066,0.296954,0.311111,177170.61,1514.28
2025-03-01,2025-11-01,394,95,225,60,35,0.571066,0.241117,0.266667,99525.53,1047.64
2025-03-01,2025-12-01,394,109,225,65,44,0.571066,0.27665,0.288889,202130.98,1854.41
2025-04-01,2025-04-01,380,211,211,211,0,0.555263,0.555263,1.0,287245.78,1361.35
2025-04-01,2025-05-01,380,191,211,112,79,0.555263,0.502632,0.530806,249560.14,1306.6
2025-04-01,2025-06-01,380,170,211,97,73,0.555263,0.447368,0.459716,212160.44,1248.0
2025-04-01,2025-07-01,380,164,211,96,68,0.555263,0.431579,0.454976,160681.63,979.77
2025-04-01,2025-08-01,380,145,211,85,60,0.555263,0.381579,0.402844,191235.98,1318.87
2025-04-01,2025-09-01,380,134,211,72,62,0.555263,0.352632,0.341232,165215.45,1232.95
2025-04-01,2025-10-01,380,135,211,79,56,0.555263,0.355263,0.374408,123613.54,915.66
2025-04-01,2025-11-01,380,116,211,71,45,0.555263,0.305263,0.336493,147064.13,1267.79
2025-04-01,2025-12-01,380,101,211,57,44,0.555263,0.265789,0.270142,98732.88,977.55
2025-05-01,2025-05-01,372,186,186,186,0,0.5,0.5,1.0,198877.68,1069.23
2025-05-01,2025-06-01,372,199,186,98,101,0.5,0.534946,0.526882,184885.31,929.07
2025-05-01,2025-07-01,372,169,186,88,81,0.5,0.454301,0.473118,201330.87,1191.31
2025-05-01,2025-08-01,372,150,186,66,84,0.5,0.403226,0.354839,223901.56,1492.68
2025-05-01,2025-09-01,372,116,186,67,49,0.5,0.311828,0.360215,205886.02,1774.88
2025-05-01,2025-10-01,372,137,186,67,70,0.5,0.36828,0.360215,155686.22,1136.4
2025-05-01,2025-11-01,372,129,186,62,67,0.5,0.346774,0.333333,137826.17,1068.42
2025-05-01,2025-12-01,372,121,186,62,59,0.5,0.325269,0.333333,123511.03,1020.75
2025-06-01,2025-06-01,366,185,185,185,0,0.505464,0.505464,1.0,248261.72,1341.96
2025-06-01,2025-07-01,366,192,185,100,92,0.505464,0.52459,0.540541,237231.79,1235.58
2025-06-01,2025-08-01,366,166,185,89,77,0.505464,0.453552,0.481081,139860.36,842.53
2025-06-01,2025-09-01,366,163,185,86,77,0.505464,0.445355,0.464865,181460.95,1113.26
2025-06-01,2025-10-01,366,138,185,82,56,0.505464,0.377049,0.443243,167527.68,1213.97
2025-06-01,2025-11-01,366,114,185,65,49,0.505464,0.311475,0.351351,140445.31,1231.98
2025-06-01,2025-12-01,366,107,185,66,41,0.505464,0.29235,0.356757,138788.01,1297.08
2025-07-01,2025-07-01,356,199,199,199,0,0.558989,0.558989,1.0,282178.43,1417.98
2025-07-01,2025-08-01,356,177,199,97,80,0.558989,0.497191,0.487437,309623.66,1749.29
2025-07-01,2025-09-01,356,161,199,96,65,0.558989,0.452247,0.482412,246176.39,1529.05
2025-07-01,2025-10-01,356,154,199,85,69,0.558989,0.432584,0.427136,249452.42,1619.82
2025-07-01,2025-11-01,356,134,199,77,57,0.558989,0.376404,0.386935,150928.06,1126.33
2025-07-01,2025-12-01,356,128,199,78,50,0.558989,0.359551,0.39196,169402.67,1323.46
2025-08-01,2025-08-01,360,185,185,185,0,0.513889,0.513889,1.0,224962.95,1216.02
2025-08-01,2025-09-01,360,174,185,95,79,0.513889,0.483333,0.513514,185900.94,1068.4
2025-08-01,2025-10-01,360,161,185,85,76,0.513889,0.447222,0.459459,203626.26,1264.76
2025-08-01,2025-11-01,360,144,185,77,67,0.513889,0.4,0.416216,234700.47,1629.86
2025-08-01,2025-12-01,360,138,185,72,66,0.513889,0.383333,0.389189,182760.36,1324.35
2025-09-01,2025-09-01,334,168,168,168,0,0.502994,0.502994,1.0,196178.53,1167.73
2025-09-01,2025-10-01,334,176,168,88,88,0.502994,0.526946,0.52381,241899.31,1374.43
2025-09-01,2025-11-01,334,126,168,69,57,0.502994,0.377246,0.410714,159076.97,1262.52
2025-09-01,2025-12-01,334,146,168,69,77,0.502994,0.437126,0.410714,173869.18,1190.88
2025-10-01,2025-10-01,349,176,176,176,0,0.504298,0.504298,1.0,242322.41,1376.83
2025-10-01,2025-11-01,349,179,176,99,80,0.504298,0.512894,0.5625,281371.99,1571.91
2025-10-01,2025-12-01,349,163,176,86,77,0.504298,0.467049,0.488636,198000.28,1214.73
2025-11-01,2025-11-01,380,189,189,189,0,0.497368,0.497368,1.0,280175.42,1482.41
2025-11-01,2025-12-01,380,192,189,103,89,0.497368,0.505263,0.544974,218134.6,1136.12
2025-12-01,2025-12-01,439,232,232,232,0,0.528474,0.528474,1.0,284620.06,1226.81
