touchpoint_id,customer_id,touchpoint_date,acquisition_channel,touchpoint_order,is_conversion_touch
TP000013362,C0004097,2025-03-01,paid_search,1,True
TP000014089,C0004098,2025-03-18,email,1,False
TP000014090,C0004098,2025-03-31,paid_search,2,True
TP000015534,C0004099,2025-03-17,paid_search,1,False
TP000015535,C0004099,2025-04-02,paid_search,2,False
TP000015536,C0004099,2025-04-23,organic,3,False
TP000015537,C0004099,2025-05-11,organic,4,True
TP000020328,C0004100,2025-09-20,email,1,False
TP000020329,C0004100,2025-10-13,social_ads,2,False
TP000020330,C0004100,2025-10-16,paid_search,3,False
TP000020331,C0004100,2025-10-23,social_ads,4,True
TP000006748,C0004101,2024-04-16,paid_search,1,False
TP000006749,C0004101,2024-04-21,paid_search,2,True
TP000014932,C0004102,2025-03-19,email,1,False
TP000014933,C0004102,2025-03-25,paid_search,2,False
TP000014934,C0004102,2025-04-25,paid_search,3,True
TP000012713,C0004103,2025-02-11,social_ads,1,True
TP000006989,C0004104,2024-03-17,paid_search,1,False
TP000006990,C0004104,2024-03-22,referral,2,False
TP000006991,C0004104,2024-04-12,social_ads,3,False
TP000006992,C0004104,2024-05-06,organic,4,True
TP000020379,C0004105,2025-10-11,social_ads,1,False
TP000020380,C0004105,2025-10-13,paid_search,2,False
TP000020381,C0004105,2025-10-29,social_ads,3,True
TP000002080,C0004106,2023-05-22,referral,1,False
TP000002081,C0004106,2023-06-22,organic,2,True
TP000016074,C0004107,2025-04-06,partners,1,False
TP000016075,C0004107,2025-05-19,paid_search,2,False
TP000016076,C0004107,2025-05-31,partners,3,True
TP000016432,C0004108,2025-06-14,social_ads,1,True
TP000020591,C0004109,2025-09-11,organic,1,False
TP000020592,C0004109,2025-10-01,organic,2,False
TP000020593,C0004109,2025-11-04,organic,3,True
TP000011788,C0004110,2024-12-31,paid_search,1,True
TP000007352,C0004111,2024-04-06,paid_search,1,False
TP000007353,C0004111,2024-05-02,referral,2,False
TP000007354,C0004111,2024-05-12,paid_search,3,False
TP000007355,C0004111,2024-05-27,social_ads,4,True
TP000018667,C0004112,2025-08-24,paid_search,1,True
TP000017365,C0004113,2025-05-19,partners,1,False
TP000017366,C0004113,2025-05-24,email,2,False
TP000017367,C0004113,2025-07-05,paid_search,3,False
TP000017368,C0004113,2025-07-10,paid_search,4,True
TP000011336,C0004114,2024-11-14,organic,1,False
TP000011337,C0004114,2024-12-11,paid_search,2,False
TP000011338,C0004114,2024-12-21,paid_search,3,True
TP000017293,C0004115,2025-06-21,organic,1,False
TP000017294,C0004115,2025-06-27,referral,2,False
TP000017295,C0004115,2025-07-11,paid_search,3,True
TP000006103,C0004116,2024-03-04,referral,1,False
TP000006104,C0004116,2024-03-26,organic,2,True
TP000013308,C0004117,2025-03-01,referral,1,True
TP000019467,C0004118,2025-09-14,organic,1,False
TP000019468,C0004118,2025-09-22,partners,2,True
TP000007223,C0004119,2024-03-29,paid_search,1,False
TP000007224,C0004119,2024-04-09,email,2,False
TP000007225,C0004119,2024-05-17,referral,3,True
TP000011007,C0004120,2024-11-13,referral,1,False
TP000011008,C0004120,2024-12-05,referral,2,True
TP000021377,C0004121,2025-10-10,paid_search,1,False
TP000021378,C0004121,2025-11-29,paid_search,2,True
TP000017981,C0004122,2025-06-14,social_ads,1,False
TP000017982,C0004122,2025-06-17,social_ads,2,False
TP000017983,C0004122,2025-06-20,social_ads,3,False
TP000017984,C0004122,2025-08-04,referral,4,True
TP000020013,C0004123,2025-10-14,social_ads,1,True
TP000008768,C0004124,2024-06-27,social_ads,1,False
TP000008769,C0004124,2024-07-07,email,2,False
TP000008770,C0004124,2024-07-24,referral,3,False
TP000008771,C0004124,2024-08-09,partners,4,True
TP000022340,C0004125,2025-12-14,social_ads,1,False
TP000022341,C0004125,2025-12-26,partners,2,True
TP000003308,C0004126,2023-09-05,email,1,False
TP000003309,C0004126,2023-09-16,referral,2,False
TP000003310,C0004126,2023-10-08,paid_search,3,True
TP000011828,C0004127,2025-01-03,referral,1,True
TP000010900,C0004128,2024-11-16,email,1,False
TP000010901,C0004128,2024-11-27,referral,2,True
TP000017994,C0004129,2025-07-16,email,1,False
TP000017995,C0004129,2025-07-29,paid_search,2,False
TP000017996,C0004129,2025-08-04,referral,3,True
TP000020398,C0004130,2025-10-31,paid_search,1,True
TP000016494,C0004131,2025-05-03,social_ads,1,False
TP000016495,C0004131,2025-06-08,paid_search,2,False
TP000016496,C0004131,2025-06-14,referral,3,True
TP000014188,C0004132,2025-04-02,organic,1,True
TP000009729,C0004133,2024-09-29,social_ads,1,True
TP000011639,C0004134,2024-11-02,paid_search,1,False
TP000011640,C0004134,2024-11-29,social_ads,2,False
TP000011641,C0004134,2024-12-02,email,3,False
TP000011642,C0004134,2024-12-26,referral,4,True
TP000011589,C0004135,2024-11-26,referral,1,False
TP000011590,C0004135,2024-12-30,paid_search,2,True
TP000000472,C0004136,2023-02-06,partners,1,True
TP000011393,C0004137,2024-10-26,paid_search,1,False
TP000011394,C0004137,2024-11-09,social_ads,2,False
TP000011395,C0004137,2024-12-01,email,3,False
TP000011396,C0004137,2024-12-20,paid_search,4,True
TP000019258,C0004138,2025-08-09,partners,1,False
TP000019259,C0004138,2025-09-21,paid_search,2,True
TP000016005,C0004139,2025-05-29,social_ads,1,True
TP000017907,C0004140,2025-07-31,organic,1,True
TP000008869,C0004141,2024-06-18,paid_search,1,False
TP000008870,C0004141,2024-08-10,organic,2,True
TP000012024,C0004142,2024-12-12,referral,1,False
TP000012025,C0004142,2025-01-12,paid_search,2,True
TP000000782,C0004143,2023-02-07,social_ads,1,False
TP000000783,C0004143,2023-02-11,paid_search,2,False
TP000000784,C0004143,2023-03-10,paid_search,3,True
TP000008723,C0004144,2024-06-21,organic,1,False
TP000008724,C0004144,2024-07-08,referral,2,False
TP000008725,C0004144,2024-08-07,organic,3,True
TP000010795,C0004145,2024-11-23,social_ads,1,True
TP000005810,C0004146,2024-02-08,referral,1,False
TP000005811,C0004146,2024-03-10,paid_search,2,True
TP000000741,C0004147,2023-01-10,social_ads,1,False
TP000000742,C0004147,2023-01-12,organic,2,False
TP000000743,C0004147,2023-03-03,email,3,True
TP000015620,C0004148,2025-05-17,paid_search,1,True
TP000009923,C0004149,2024-10-11,referral,1,True
TP000009458,C0004150,2024-07-22,paid_search,1,False
TP000009459,C0004150,2024-08-29,referral,2,False
TP000009460,C0004150,2024-09-07,partners,3,False
TP000009461,C0004150,2024-09-15,paid_search,4,True
TP000005678,C0004151,2024-03-06,organic,1,True
TP000012183,C0004152,2024-11-25,referral,1,False
TP000012184,C0004152,2024-12-16,organic,2,False
TP000012185,C0004152,2025-01-15,referral,3,False
TP000012186,C0004152,2025-01-21,organic,4,True
TP000009994,C0004153,2024-10-08,social_ads,1,True
TP000010791,C0004154,2024-11-10,referral,1,False
TP000010792,C0004154,2024-11-23,referral,2,True
TP000013137,C0004155,2025-02-27,partners,1,True
TP000000189,C0004156,2022-11-19,paid_search,1,False
TP000000190,C0004156,2022-11-25,paid_search,2,False
TP000000191,C0004156,2022-12-21,social_ads,3,False
TP000000192,C0004156,2023-01-10,organic,4,True
TP000020371,C0004157,2025-10-31,social_ads,1,True
TP000001638,C0004158,2023-03-19,paid_search,1,False
TP000001639,C0004158,2023-04-27,organic,2,False
TP000001640,C0004158,2023-05-06,organic,3,False
TP000001641,C0004158,2023-05-10,social_ads,4,True
TP000010287,C0004159,2024-10-23,partners,1,True
TP000004679,C0004160,2023-12-19,paid_search,1,False
TP000004680,C0004160,2023-12-27,paid_search,2,False
TP000004681,C0004160,2024-01-08,paid_search,3,True
TP000011901,C0004161,2025-01-11,paid_search,1,True
TP000006405,C0004162,2024-04-11,paid_search,1,True
TP000019369,C0004163,2025-08-24,organic,1,False
TP000019370,C0004163,2025-08-24,referral,2,False
TP000019371,C0004163,2025-09-15,email,3,False
TP000019372,C0004163,2025-09-22,organic,4,True
TP000009054,C0004164,2024-08-20,paid_search,1,True
TP000014450,C0004165,2025-03-22,paid_search,1,False
TP000014451,C0004165,2025-04-03,referral,2,False
TP000014452,C0004165,2025-04-07,social_ads,3,True
TP000005662,C0004166,2024-01-14,social_ads,1,False
TP000005663,C0004166,2024-01-26,paid_search,2,False
TP000005664,C0004166,2024-03-03,referral,3,True
TP000000444,C0004167,2023-01-13,paid_search,1,False
TP000000445,C0004167,2023-02-09,paid_search,2,True
TP000009219,C0004168,2024-08-04,email,1,False
TP000009220,C0004168,2024-08-08,organic,2,False
TP000009221,C0004168,2024-08-27,social_ads,3,True
TP000012176,C0004169,2024-12-08,referral,1,False
TP000012177,C0004169,2024-12-10,partners,2,False
TP000012178,C0004169,2025-01-21,social_ads,3,True
TP000010472,C0004170,2024-09-27,paid_search,1,False
TP000010473,C0004170,2024-10-04,paid_search,2,False
TP000010474,C0004170,2024-11-05,paid_search,3,True
TP000021606,C0004171,2025-12-04,email,1,True
TP000015958,C0004172,2025-05-29,paid_search,1,True
TP000022351,C0004173,2025-12-27,organic,1,True
TP000006755,C0004174,2024-03-16,paid_search,1,False
TP000006756,C0004174,2024-03-20,referral,2,False
TP000006757,C0004174,2024-04-21,social_ads,3,True
TP000017767,C0004175,2025-06-25,partners,1,False
TP000017768,C0004175,2025-07-27,paid_search,2,True
TP000012590,C0004176,2024-12-12,social_ads,1,False
TP000012591,C0004176,2024-12-21,paid_search,2,False
TP000012592,C0004176,2025-01-04,organic,3,False
TP000012593,C0004176,2025-02-04,paid_search,4,True
TP000013841,C0004177,2025-01-26,paid_search,1,False
TP000013842,C0004177,2025-02-01,partners,2,False
TP000013843,C0004177,2025-02-20,email,3,False
TP000013844,C0004177,2025-03-21,referral,4,True
TP000022142,C0004178,2025-12-21,social_ads,1,True
TP000014823,C0004179,2025-03-09,referral,1,False
TP000014824,C0004179,2025-04-02,referral,2,False
TP000014825,C0004179,2025-04-13,paid_search,3,False
TP000014826,C0004179,2025-04-23,paid_search,4,True
TP000020223,C0004180,2025-08-30,paid_search,1,False
TP000020224,C0004180,2025-09-01,referral,2,False
TP000020225,C0004180,2025-10-19,email,3,True
TP000016396,C0004181,2025-04-29,organic,1,False
TP000016397,C0004181,2025-05-18,referral,2,False
TP000016398,C0004181,2025-06-10,social_ads,3,True
TP000002755,C0004182,2023-08-26,partners,1,True
TP000015826,C0004183,2025-05-24,paid_search,1,True
TP000011012,C0004184,2024-12-04,paid_search,1,True
TP000020655,C0004185,2025-10-14,social_ads,1,False
TP000020656,C0004185,2025-11-08,referral,2,True
TP000018165,C0004186,2025-08-06,social_ads,1,True
TP000002246,C0004187,2023-05-26,social_ads,1,False
TP000002247,C0004187,2023-06-05,email,2,False
TP000002248,C0004187,2023-06-13,email,3,False
TP000002249,C0004187,2023-07-13,paid_search,4,True
TP000002893,C0004188,2023-09-05,paid_search,1,True
TP000001596,C0004189,2023-03-19,paid_search,1,False
TP000001597,C0004189,2023-05-09,paid_search,2,True
TP000011171,C0004190,2024-10-31,partners,1,False
TP000011172,C0004190,2024-11-25,paid_search,2,False
TP000011173,C0004190,2024-11-26,organic,3,False
TP000011174,C0004190,2024-12-13,organic,4,True
TP000001798,C0004191,2023-04-20,email,1,False
TP000001799,C0004191,2023-05-29,social_ads,2,True
TP000016370,C0004192,2025-04-26,organic,1,False
TP000016371,C0004192,2025-05-29,organic,2,False
TP000016372,C0004192,2025-06-07,email,3,True
TP000012531,C0004193,2024-12-23,organic,1,False
TP000012532,C0004193,2025-01-01,partners,2,False
TP000012533,C0004193,2025-01-11,email,3,False
TP000012534,C0004193,2025-01-30,paid_search,4,True
TP000018801,C0004194,2025-09-04,social_ads,1,True
TP000006397,C0004195,2024-04-09,social_ads,1,True
TP000011809,C0004196,2024-11-10,paid_search,1,False
TP000011810,C0004196,2025-01-04,referral,2,True
TP000002541,C0004197,2023-08-01,partners,1,True
TP000019922,C0004198,2025-09-07,social_ads,1,False
TP000019923,C0004198,2025-09-23,partners,2,False
TP000019924,C0004198,2025-09-29,paid_search,3,False
TP000019925,C0004198,2025-10-14,organic,4,True
TP000003946,C0004199,2023-11-21,paid_search,1,True
TP000002216,C0004200,2023-07-09,social_ads,1,True
TP000004651,C0004201,2023-11-13,organic,1,False
TP000004652,C0004201,2023-12-21,paid_search,2,False
TP000004653,C0004201,2023-12-26,paid_search,3,False
TP000004654,C0004201,2024-01-06,organic,4,True
TP000018166,C0004202,2025-06-18,email,1,False
TP000018167,C0004202,2025-07-22,email,2,False
TP000018168,C0004202,2025-08-08,paid_search,3,True
TP000002290,C0004203,2023-05-18,social_ads,1,False
TP000002291,C0004203,2023-07-14,referral,2,True
TP000013926,C0004204,2025-03-18,paid_search,1,True
TP000016806,C0004205,2025-05-15,paid_search,1,False
TP000016807,C0004205,2025-06-10,paid_search,2,False
TP000016808,C0004205,2025-06-28,social_ads,3,True
TP000016959,C0004206,2025-05-26,social_ads,1,False
TP000016960,C0004206,2025-06-20,social_ads,2,False
TP000016961,C0004206,2025-06-22,paid_search,3,False
TP000016962,C0004206,2025-06-25,social_ads,4,True
TP000004281,C0004207,2023-12-14,social_ads,1,True
TP000001442,C0004208,2023-03-23,partners,1,False
TP000001443,C0004208,2023-04-27,partners,2,True
TP000010231,C0004209,2024-09-21,social_ads,1,False
TP000010232,C0004209,2024-09-28,paid_search,2,False
TP000010233,C0004209,2024-09-29,social_ads,3,False
TP000010234,C0004209,2024-10-27,referral,4,True
TP000004584,C0004210,2023-11-11,social_ads,1,False
TP000004585,C0004210,2023-12-18,email,2,False
TP000004586,C0004210,2023-12-30,partners,3,True
TP000015810,C0004211,2025-03-27,referral,1,False
TP000015811,C0004211,2025-04-24,partners,2,False
TP000015812,C0004211,2025-05-02,social_ads,3,False
TP000015813,C0004211,2025-05-23,organic,4,True
TP000008131,C0004212,2024-05-12,organic,1,False
TP000008132,C0004212,2024-05-31,referral,2,False
TP000008133,C0004212,2024-06-12,email,3,False
TP000008134,C0004212,2024-06-30,social_ads,4,True
TP000010248,C0004213,2024-09-02,social_ads,1,False
TP000010249,C0004213,2024-09-11,paid_search,2,False
TP000010250,C0004213,2024-09-12,organic,3,False
TP000010251,C0004213,2024-10-25,referral,4,True
TP000002462,C0004214,2023-07-03,paid_search,1,False
TP000002463,C0004214,2023-07-10,referral,2,False
TP000002464,C0004214,2023-07-30,social_ads,3,True
TP000012877,C0004215,2025-01-06,social_ads,1,False
TP000012878,C0004215,2025-01-07,paid_search,2,False
TP000012879,C0004215,2025-02-04,referral,3,False
TP000012880,C0004215,2025-02-12,organic,4,True
TP000004163,C0004216,2023-12-09,paid_search,1,True
TP000015390,C0004217,2025-05-08,partners,1,True
TP000001636,C0004218,2023-04-02,email,1,False
TP000001637,C0004218,2023-05-11,referral,2,True
TP000021940,C0004219,2025-12-13,referral,1,True
TP000015476,C0004220,2025-05-14,referral,1,True
TP000004090,C0004221,2023-10-26,partners,1,False
TP000004091,C0004221,2023-12-03,referral,2,True
TP000000328,C0004222,2022-12-15,paid_search,1,False
TP000000329,C0004222,2023-01-14,paid_search,2,False
TP000000330,C0004222,2023-01-26,organic,3,True
TP000007659,C0004223,2024-04-15,paid_search,1,False
TP000007660,C0004223,2024-05-22,referral,2,False
TP000007661,C0004223,2024-06-10,referral,3,True
TP000003318,C0004224,2023-09-08,referral,1,False
TP000003319,C0004224,2023-09-09,partners,2,False
TP000003320,C0004224,2023-10-12,paid_search,3,True
TP000004934,C0004225,2023-11-30,social_ads,1,False
TP000004935,C0004225,2024-01-23,referral,2,True
TP000019623,C0004226,2025-08-24,paid_search,1,False
TP000019624,C0004226,2025-09-19,social_ads,2,False
TP000019625,C0004226,2025-10-02,social_ads,3,True
TP000013671,C0004227,2025-03-16,referral,1,True
TP000003979,C0004228,2023-10-24,paid_search,1,False
TP000003980,C0004228,2023-11-26,referral,2,True
TP000012653,C0004229,2025-01-01,referral,1,False
TP000012654,C0004229,2025-02-02,paid_search,2,True
TP000005814,C0004230,2024-02-02,email,1,False
TP000005815,C0004230,2024-02-22,referral,2,False
TP000005816,C0004230,2024-03-01,paid_search,3,False
TP000005817,C0004230,2024-03-13,organic,4,True
TP000021927,C0004231,2025-12-17,social_ads,1,True
TP000000759,C0004232,2023-03-03,referral,1,True
TP000016541,C0004233,2025-04-24,paid_search,1,False
TP000016542,C0004233,2025-06-11,organic,2,True
TP000017386,C0004234,2025-06-18,paid_search,1,False
TP000017387,C0004234,2025-07-10,paid_search,2,False
TP000017388,C0004234,2025-07-11,referral,3,True
TP000001553,C0004235,2023-03-19,social_ads,1,False
TP000001554,C0004235,2023-04-06,partners,2,False
TP000001555,C0004235,2023-05-06,organic,3,True
TP000003831,C0004236,2023-11-05,social_ads,1,False
TP000003832,C0004236,2023-11-15,paid_search,2,True
TP000008736,C0004237,2024-07-08,paid_search,1,False
TP000008737,C0004237,2024-07-24,organic,2,False
TP000008738,C0004237,2024-07-29,social_ads,3,False
TP000008739,C0004237,2024-08-05,paid_search,4,True
TP000019546,C0004238,2025-08-11,social_ads,1,False
TP000019547,C0004238,2025-09-30,organic,2,True
TP000012210,C0004239,2024-12-02,social_ads,1,False
TP000012211,C0004239,2025-01-04,paid_search,2,False
TP000012212,C0004239,2025-01-09,paid_search,3,False
TP000012213,C0004239,2025-01-19,paid_search,4,True
TP000014848,C0004240,2025-02-28,paid_search,1,False
TP000014849,C0004240,2025-03-20,organic,2,False
TP000014850,C0004240,2025-04-21,paid_search,3,True
TP000017650,C0004241,2025-06-05,organic,1,False
TP000017651,C0004241,2025-06-28,social_ads,2,False
TP000017652,C0004241,2025-07-18,social_ads,3,False
TP000017653,C0004241,2025-07-22,paid_search,4,True
TP000018658,C0004242,2025-07-16,social_ads,1,False
TP000018659,C0004242,2025-07-19,social_ads,2,False
TP000018660,C0004242,2025-08-03,social_ads,3,False
TP000018661,C0004242,2025-08-29,social_ads,4,True
TP000010833,C0004243,2024-11-08,referral,1,False
TP000010834,C0004243,2024-11-21,email,2,True
TP000011557,C0004244,2024-11-01,organic,1,False
TP000011558,C0004244,2024-11-02,referral,2,False
TP000011559,C0004244,2024-12-27,paid_search,3,True
TP000016191,C0004245,2025-05-09,paid_search,1,False
TP000016192,C0004245,2025-05-13,paid_search,2,False
TP000016193,C0004245,2025-06-01,social_ads,3,True
TP000006002,C0004246,2024-02-19,social_ads,1,False
TP000006003,C0004246,2024-03-21,partners,2,True
TP000019238,C0004247,2025-09-14,email,1,True
TP000000478,C0004248,2022-12-17,paid_search,1,False
TP000000479,C0004248,2022-12-21,partners,2,False
TP000000480,C0004248,2023-02-09,paid_search,3,True
TP000004420,C0004249,2023-11-19,social_ads,1,False
TP000004421,C0004249,2023-11-25,referral,2,False
TP000004422,C0004249,2023-12-09,organic,3,False
TP000004423,C0004249,2023-12-23,partners,4,True
TP000018011,C0004250,2025-08-03,paid_search,1,True
TP000007776,C0004251,2024-06-12,organic,1,True
TP000003249,C0004252,2023-09-07,email,1,False
TP000003250,C0004252,2023-09-08,partners,2,False
TP000003251,C0004252,2023-09-18,social_ads,3,False
TP000003252,C0004252,2023-10-06,paid_search,4,True
TP000004182,C0004253,2023-12-08,social_ads,1,True
TP000012029,C0004254,2025-01-12,paid_search,1,True
TP000019029,C0004255,2025-09-11,organic,1,True
TP000001621,C0004256,2023-03-17,social_ads,1,False
TP000001622,C0004256,2023-04-06,referral,2,False
TP000001623,C0004256,2023-04-30,social_ads,3,False
TP000001624,C0004256,2023-05-10,paid_search,4,True
TP000000710,C0004257,2023-01-31,social_ads,1,False
TP000000711,C0004257,2023-02-16,paid_search,2,False
TP000000712,C0004257,2023-02-19,social_ads,3,False
TP000000713,C0004257,2023-02-26,social_ads,4,True
TP000010595,C0004258,2024-09-17,organic,1,False
TP000010596,C0004258,2024-09-30,paid_search,2,False
TP000010597,C0004258,2024-11-08,organic,3,True
TP000021485,C0004259,2025-10-18,paid_search,1,False
TP000021486,C0004259,2025-11-09,referral,2,False
TP000021487,C0004259,2025-11-22,social_ads,3,False
TP000021488,C0004259,2025-12-04,paid_search,4,True
TP000006378,C0004260,2024-04-05,partners,1,True
TP000021555,C0004261,2025-10-07,paid_search,1,False
TP000021556,C0004261,2025-11-04,organic,2,False
TP000021557,C0004261,2025-11-26,social_ads,3,False
TP000021558,C0004261,2025-12-04,social_ads,4,True
TP000019990,C0004262,2025-10-10,paid_search,1,True
TP000006481,C0004263,2024-02-16,paid_search,1,False
TP000006482,C0004263,2024-04-03,paid_search,2,False
TP000006483,C0004263,2024-04-08,paid_search,3,True
TP000018382,C0004264,2025-08-21,social_ads,1,True
TP000015493,C0004265,2025-03-19,social_ads,1,False
TP000015494,C0004265,2025-03-23,social_ads,2,False
TP000015495,C0004265,2025-03-27,partners,3,False
TP000015496,C0004265,2025-05-08,paid_search,4,True
TP000011670,C0004266,2024-11-12,social_ads,1,False
TP000011671,C0004266,2024-11-26,email,2,False
TP000011672,C0004266,2024-12-12,email,3,False
TP000011673,C0004266,2024-12-27,referral,4,True
TP000009626,C0004267,2024-08-11,paid_search,1,False
TP000009627,C0004267,2024-09-21,referral,2,True
TP000018359,C0004268,2025-08-04,referral,1,False
TP000018360,C0004268,2025-08-11,email,2,False
TP000018361,C0004268,2025-08-19,social_ads,3,True
TP000017881,C0004269,2025-06-09,paid_search,1,False
TP000017882,C0004269,2025-07-03,paid_search,2,False
TP000017883,C0004269,2025-07-14,organic,3,False
TP000017884,C0004269,2025-07-31,social_ads,4,True
TP000017086,C0004270,2025-05-27,referral,1,False
TP000017087,C0004270,2025-07-06,organic,2,True
TP000022409,C0004271,2025-12-25,social_ads,1,True
TP000010891,C0004272,2024-11-15,partners,1,False
TP000010892,C0004272,2024-11-15,referral,2,False
TP000010893,C0004272,2024-11-27,referral,3,True
TP000018192,C0004273,2025-07-09,social_ads,1,False
TP000018193,C0004273,2025-08-12,partners,2,True
TP000019409,C0004274,2025-08-09,social_ads,1,False
TP000019410,C0004274,2025-08-09,partners,2,False
TP000019411,C0004274,2025-09-01,social_ads,3,False
TP000019412,C0004274,2025-09-22,paid_search,4,True
TP000004774,C0004275,2024-01-12,referral,1,True
TP000000969,C0004276,2023-01-31,organic,1,False
TP000000970,C0004276,2023-02-17,organic,2,False
TP000000971,C0004276,2023-03-18,partners,3,True
TP000009238,C0004277,2024-07-17,referral,1,False
TP000009239,C0004277,2024-07-30,paid_search,2,False
TP000009240,C0004277,2024-08-25,paid_search,3,False
TP000009241,C0004277,2024-08-31,referral,4,True
TP000019302,C0004278,2025-07-30,organic,1,False
TP000019303,C0004278,2025-08-28,referral,2,False
TP000019304,C0004278,2025-09-20,email,3,True
TP000006634,C0004279,2024-02-28,paid_search,1,False
TP000006635,C0004279,2024-03-25,organic,2,False
TP000006636,C0004279,2024-04-06,social_ads,3,False
TP000006637,C0004279,2024-04-17,social_ads,4,True
TP000015848,C0004280,2025-05-23,referral,1,True
TP000000210,C0004281,2022-12-03,paid_search,1,False
TP000000211,C0004281,2022-12-14,social_ads,2,False
TP000000212,C0004281,2023-01-17,social_ads,3,True
TP000008081,C0004282,2024-06-02,referral,1,False
TP000008082,C0004282,2024-06-27,referral,2,False
TP000008083,C0004282,2024-07-01,paid_search,3,True
TP000013931,C0004283,2025-03-23,email,1,True
TP000002820,C0004284,2023-08-04,referral,1,False
TP000002821,C0004284,2023-08-07,social_ads,2,False
TP000002822,C0004284,2023-08-11,social_ads,3,False
TP000002823,C0004284,2023-08-27,paid_search,4,True
TP000020172,C0004285,2025-09-06,partners,1,False
TP000020173,C0004285,2025-09-23,paid_search,2,False
TP000020174,C0004285,2025-10-08,email,3,False
TP000020175,C0004285,2025-10-17,email,4,True
TP000003434,C0004286,2023-08-31,partners,1,False
TP000003435,C0004286,2023-09-26,paid_search,2,False
TP000003436,C0004286,2023-10-08,social_ads,3,False
TP000003437,C0004286,2023-10-22,referral,4,True
TP000020467,C0004287,2025-09-11,organic,1,False
TP000020468,C0004287,2025-10-08,email,2,False
TP000020469,C0004287,2025-10-31,partners,3,True
TP000004886,C0004288,2023-12-07,paid_search,1,False
TP000004887,C0004288,2023-12-13,organic,2,False
TP000004888,C0004288,2024-01-22,email,3,True
TP000022300,C0004289,2025-11-25,paid_search,1,False
TP000022301,C0004289,2025-12-24,referral,2,True
TP000013705,C0004290,2025-01-25,organic,1,False
TP000013706,C0004290,2025-02-01,partners,2,False
TP000013707,C0004290,2025-03-13,email,3,True
TP000001843,C0004291,2023-05-04,partners,1,False
TP000001844,C0004291,2023-05-28,paid_search,2,False
TP000001845,C0004291,2023-06-02,organic,3,True
TP000001515,C0004292,2023-04-28,referral,1,True
TP000001700,C0004293,2023-05-18,referral,1,True
TP000013322,C0004294,2025-01-15,email,1,False
TP000013323,C0004294,2025-02-07,referral,2,False
TP000013324,C0004294,2025-03-07,paid_search,3,True
TP000018237,C0004295,2025-06-19,organic,1,False
TP000018238,C0004295,2025-07-14,social_ads,2,False
TP000018239,C0004295,2025-08-01,social_ads,3,False
TP000018240,C0004295,2025-08-13,paid_search,4,True
TP000009176,C0004296,2024-07-09,social_ads,1,False
TP000009177,C0004296,2024-08-09,social_ads,2,False
TP000009178,C0004296,2024-08-30,paid_search,3,True
TP000010139,C0004297,2024-08-29,organic,1,False
TP000010140,C0004297,2024-10-20,social_ads,2,True
TP000013339,C0004298,2025-02-03,social_ads,1,False
TP000013340,C0004298,2025-02-09,email,2,False
TP000013341,C0004298,2025-03-01,paid_search,3,True
TP000012098,C0004299,2024-12-17,social_ads,1,False
TP000012099,C0004299,2025-01-16,referral,2,True
TP000015559,C0004300,2025-03-24,email,1,False
TP000015560,C0004300,2025-05-12,referral,2,True
TP000010730,C0004301,2024-10-29,organic,1,False
TP000010731,C0004301,2024-11-03,paid_search,2,False
TP000010732,C0004301,2024-11-12,referral,3,False
TP000010733,C0004301,2024-11-15,referral,4,True
TP000016104,C0004302,2025-05-03,email,1,False
TP000016105,C0004302,2025-05-05,paid_search,2,False
TP000016106,C0004302,2025-05-23,social_ads,3,False
TP000016107,C0004302,2025-06-01,partners,4,True
TP000022380,C0004303,2025-12-27,email,1,True
TP000007988,C0004304,2024-05-17,organic,1,False
TP000007989,C0004304,2024-06-21,paid_search,2,False
TP000007990,C0004304,2024-06-22,partners,3,True
TP000000295,C0004305,2022-11-29,organic,1,False
TP000000296,C0004305,2022-12-12,email,2,False
TP000000297,C0004305,2023-01-20,referral,3,True
TP000002722,C0004306,2023-07-01,social_ads,1,False
TP000002723,C0004306,2023-07-17,email,2,False
TP000002724,C0004306,2023-08-03,paid_search,3,False
TP000002725,C0004306,2023-08-22,paid_search,4,True
TP000012508,C0004307,2024-12-08,referral,1,False
TP000012509,C0004307,2025-01-10,referral,2,False
TP000012510,C0004307,2025-01-12,paid_search,3,False
TP000012511,C0004307,2025-02-04,partners,4,True
TP000007861,C0004308,2024-06-15,paid_search,1,True
TP000021119,C0004309,2025-11-16,paid_search,1,True
TP000014221,C0004310,2025-02-23,paid_search,1,False
TP000014222,C0004310,2025-02-24,paid_search,2,False
TP000014223,C0004310,2025-04-01,social_ads,3,True
TP000011836,C0004311,2025-01-02,referral,1,True
TP000017999,C0004312,2025-07-19,email,1,False
TP000018000,C0004312,2025-07-24,social_ads,2,False
TP000018001,C0004312,2025-08-03,organic,3,True
TP000005903,C0004313,2024-03-18,paid_search,1,True
TP000018486,C0004314,2025-08-19,organic,1,True
TP000000088,C0004315,2023-01-05,paid_search,1,True
TP000014043,C0004316,2025-03-27,social_ads,1,True
TP000021022,C0004317,2025-10-07,email,1,False
TP000021023,C0004317,2025-10-18,paid_search,2,False
TP000021024,C0004317,2025-11-02,paid_search,3,False
TP000021025,C0004317,2025-11-20,social_ads,4,True
TP000017752,C0004318,2025-06-26,social_ads,1,False
TP000017753,C0004318,2025-07-20,social_ads,2,False
