intervention_id,week_start,product_type,region,assignment,reference_price,observed_price,units_sold,revenue,contribution_margin
PI0000608,2024-09-16,Services,APAC,price_up_10,388.0,426.8,37,15791.6,4895.4
PI0000609,2024-09-23,Core,North America,price_up_10,165.0,181.5,245,44467.5,24012.45
PI0000610,2024-09-23,Core,EMEA,price_up_10,165.0,181.5,198,35937.0,19405.98
PI0000611,2024-09-23,Core,LATAM,control,165.0,165.0,135,22275.0,12028.5
PI0000612,2024-09-23,Core,APAC,price_down_10,165.0,148.5,170,25245.0,13632.3
PI0000613,2024-09-23,Add-on,North America,control,92.0,92.0,155,14260.0,8556.0
PI0000614,2024-09-23,Add-on,EMEA,price_up_10,92.0,101.2,113,11435.6,6861.36
PI0000615,2024-09-23,Add-on,LATAM,price_down_10,92.0,82.8,81,6706.8,4024.08
PI0000616,2024-09-23,Add-on,APAC,control,92.0,92.0,126,11592.0,6955.2
PI0000617,2024-09-23,Premium,North America,price_down_10,305.0,274.5,88,24156.0,9179.28
PI0000618,2024-09-23,Premium,EMEA,price_down_10,305.0,274.5,89,24430.5,9283.59
PI0000619,2024-09-23,Premium,LATAM,price_down_10,305.0,274.5,54,14823.0,5632.74
PI0000620,2024-09-23,Premium,APAC,price_down_10,305.0,274.5,66,18117.0,6884.46
PI0000621,2024-09-23,Services,North America,price_down_10,388.0,349.2,52,18158.4,5629.1
PI0000622,2024-09-23,Services,EMEA,control,388.0,388.0,66,25608.0,7938.48
PI0000623,2024-09-23,Services,LATAM,price_up_10,388.0,426.8,26,11096.8,3440.01
PI0000624,2024-09-23,Services,APAC,control,388.0,388.0,47,18236.0,5653.16
PI0000625,2024-09-30,Core,North America,price_up_10,165.0,181.5,214,38841.0,20974.14
PI0000626,2024-09-30,Core,EMEA,price_up_10,165.0,181.5,176,31944.0,17249.76
PI0000627,2024-09-30,Core,LATAM,price_down_10,165.0,148.5,150,22275.0,12028.5
PI0000628,2024-09-30,Core,APAC,control,165.0,165.0,144,23760.0,12830.4
PI0000629,2024-09-30,Add-on,North America,control,92.0,92.0,133,12236.0,7341.6
PI0000630,2024-09-30,Add-on,EMEA,price_up_10,92.0,101.2,124,12548.8,7529.28
PI0000631,2024-09-30,Add-on,LATAM,control,92.0,92.0,93,8556.0,5133.6
PI0000632,2024-09-30,Add-on,APAC,control,92.0,92.0,106,9752.0,5851.2
PI0000633,2024-09-30,Premium,North America,control,305.0,305.0,86,26230.0,9967.4
PI0000634,2024-09-30,Premium,EMEA,price_up_10,305.0,335.5,68,22814.0,8669.32
PI0000635,2024-09-30,Premium,LATAM,control,305.0,305.0,41,12505.0,4751.9
PI0000636,2024-09-30,Premium,APAC,control,305.0,305.0,64,19520.0,7417.6
PI0000637,2024-09-30,Services,North America,price_up_10,388.0,426.8,53,22620.4,7012.32
PI0000638,2024-09-30,Services,EMEA,price_down_10,388.0,349.2,58,20253.6,6278.62
PI0000639,2024-09-30,Services,LATAM,price_up_10,388.0,426.8,35,14938.0,4630.78
PI0000640,2024-09-30,Services,APAC,price_down_10,388.0,349.2,48,16761.6,5196.1
PI0000641,2024-10-07,Core,North America,price_down_10,165.0,148.5,258,38313.0,20689.02
PI0000642,2024-10-07,Core,EMEA,price_down_10,165.0,148.5,264,39204.0,21170.16
PI0000643,2024-10-07,Core,LATAM,price_down_10,165.0,148.5,150,22275.0,12028.5
PI0000644,2024-10-07,Core,APAC,price_up_10,165.0,181.5,120,21780.0,11761.2
PI0000645,2024-10-07,Add-on,North America,price_down_10,92.0,82.8,202,16725.6,10035.36
PI0000646,2024-10-07,Add-on,EMEA,control,92.0,92.0,119,10948.0,6568.8
PI0000647,2024-10-07,Add-on,LATAM,price_down_10,92.0,82.8,87,7203.6,4322.16
PI0000648,2024-10-07,Add-on,APAC,price_up_10,92.0,101.2,88,8905.6,5343.36
PI0000649,2024-10-07,Premium,North America,price_up_10,305.0,335.5,95,31872.5,12111.55
PI0000650,2024-10-07,Premium,EMEA,control,305.0,305.0,70,21350.0,8113.0
PI0000651,2024-10-07,Premium,LATAM,control,305.0,305.0,53,16165.0,6142.7
PI0000652,2024-10-07,Premium,APAC,control,305.0,305.0,62,18910.0,7185.8
PI0000653,2024-10-07,Services,North America,price_down_10,388.0,349.2,46,16063.2,4979.59
PI0000654,2024-10-07,Services,EMEA,price_down_10,388.0,349.2,50,17460.0,5412.6
PI0000655,2024-10-07,Services,LATAM,price_up_10,388.0,426.8,33,14084.4,4366.16
PI0000656,2024-10-07,Services,APAC,price_up_10,388.0,426.8,42,17925.6,5556.94
PI0000657,2024-10-14,Core,North America,price_down_10,165.0,148.5,273,40540.5,21891.87
PI0000658,2024-10-14,Core,EMEA,price_up_10,165.0,181.5,188,34122.0,18425.88
PI0000659,2024-10-14,Core,LATAM,price_down_10,165.0,148.5,129,19156.5,10344.51
PI0000660,2024-10-14,Core,APAC,price_up_10,165.0,181.5,142,25773.0,13917.42
PI0000661,2024-10-14,Add-on,North America,control,92.0,92.0,144,13248.0,7948.8
PI0000662,2024-10-14,Add-on,EMEA,control,92.0,92.0,123,11316.0,6789.6
PI0000663,2024-10-14,Add-on,LATAM,control,92.0,92.0,112,10304.0,6182.4
PI0000664,2024-10-14,Add-on,APAC,control,92.0,92.0,111,10212.0,6127.2
PI0000665,2024-10-14,Premium,North America,price_down_10,305.0,274.5,96,26352.0,10013.76
PI0000666,2024-10-14,Premium,EMEA,control,305.0,305.0,71,21655.0,8228.9
PI0000667,2024-10-14,Premium,LATAM,control,305.0,305.0,48,14640.0,5563.2
PI0000668,2024-10-14,Premium,APAC,control,305.0,305.0,60,18300.0,6954.0
PI0000669,2024-10-14,Services,North America,control,388.0,388.0,57,22116.0,6855.96
PI0000670,2024-10-14,Services,EMEA,control,388.0,388.0,41,15908.0,4931.48
PI0000671,2024-10-14,Services,LATAM,control,388.0,388.0,36,13968.0,4330.08
PI0000672,2024-10-14,Services,APAC,price_down_10,388.0,349.2,41,14317.2,4438.33
PI0000673,2024-10-21,Core,North America,control,165.0,165.0,226,37290.0,20136.6
PI0000674,2024-10-21,Core,EMEA,control,165.0,165.0,211,34815.0,18800.1
PI0000675,2024-10-21,Core,LATAM,price_down_10,165.0,148.5,145,21532.5,11627.55
PI0000676,2024-10-21,Core,APAC,price_down_10,165.0,148.5,196,29106.0,15717.24
PI0000677,2024-10-21,Add-on,North America,price_down_10,92.0,82.8,172,14241.6,8544.96
PI0000678,2024-10-21,Add-on,EMEA,price_down_10,92.0,82.8,173,14324.4,8594.64
PI0000679,2024-10-21,Add-on,LATAM,price_down_10,92.0,82.8,99,8197.2,4918.32
PI0000680,2024-10-21,Add-on,APAC,price_down_10,92.0,82.8,136,11260.8,6756.48
PI0000681,2024-10-21,Premium,North America,price_down_10,305.0,274.5,94,25803.0,9805.14
PI0000682,2024-10-21,Premium,EMEA,price_down_10,305.0,274.5,92,25254.0,9596.52
PI0000683,2024-10-21,Premium,LATAM,control,305.0,305.0,48,14640.0,5563.2
PI0000684,2024-10-21,Premium,APAC,price_down_10,305.0,274.5,66,18117.0,6884.46
PI0000685,2024-10-21,Services,North America,price_down_10,388.0,349.2,58,20253.6,6278.62
PI0000686,2024-10-21,Services,EMEA,price_up_10,388.0,426.8,47,20059.6,6218.48
PI0000687,2024-10-21,Services,LATAM,control,388.0,388.0,45,17460.0,5412.6
PI0000688,2024-10-21,Services,APAC,price_up_10,388.0,426.8,37,15791.6,4895.4
PI0000689,2024-10-28,Core,North America,price_up_10,165.0,181.5,248,45012.0,24306.48
PI0000690,2024-10-28,Core,EMEA,price_down_10,165.0,148.5,294,43659.0,23575.86
PI0000691,2024-10-28,Core,LATAM,price_up_10,165.0,181.5,111,20146.5,10879.11
PI0000692,2024-10-28,Core,APAC,control,165.0,165.0,155,25575.0,13810.5
PI0000693,2024-10-28,Add-on,North America,price_up_10,92.0,101.2,122,12346.4,7407.84
PI0000694,2024-10-28,Add-on,EMEA,control,92.0,92.0,130,11960.0,7176.0
PI0000695,2024-10-28,Add-on,LATAM,price_up_10,92.0,101.2,69,6982.8,4189.68
PI0000696,2024-10-28,Add-on,APAC,control,92.0,92.0,115,10580.0,6348.0
PI0000697,2024-10-28,Premium,North America,price_down_10,305.0,274.5,100,27450.0,10431.0
PI0000698,2024-10-28,Premium,EMEA,price_down_10,305.0,274.5,75,20587.5,7823.25
PI0000699,2024-10-28,Premium,LATAM,control,305.0,305.0,45,13725.0,5215.5
PI0000700,2024-10-28,Premium,APAC,control,305.0,305.0,60,18300.0,6954.0
PI0000701,2024-10-28,Services,North America,price_up_10,388.0,426.8,47,20059.6,6218.48
PI0000702,2024-10-28,Services,EMEA,price_down_10,388.0,349.2,66,23047.2,7144.63
PI0000703,2024-10-28,Services,LATAM,control,388.0,388.0,38,14744.0,4570.64
PI0000704,2024-10-28,Services,APAC,price_up_10,388.0,426.8,36,15364.8,4763.09
PI0000705,2024-11-04,Core,North America,price_down_10,165.0,148.5,279,41431.5,22373.01
PI0000706,2024-11-04,Core,EMEA,price_up_10,165.0,181.5,199,36118.5,19503.99
PI0000707,2024-11-04,Core,LATAM,control,165.0,165.0,119,19635.0,10602.9
PI0000708,2024-11-04,Core,APAC,control,165.0,165.0,173,28545.0,15414.3
PI0000709,2024-11-04,Add-on,North America,price_up_10,92.0,101.2,139,14066.8,8440.08
PI0000710,2024-11-04,Add-on,EMEA,price_up_10,92.0,101.2,111,11233.2,6739.92
PI0000711,2024-11-04,Add-on,LATAM,control,92.0,92.0,90,8280.0,4968.0
PI0000712,2024-11-04,Add-on,APAC,price_up_10,92.0,101.2,81,8197.2,4918.32
PI0000713,2024-11-04,Premium,North America,price_up_10,305.0,335.5,86,28853.0,10964.14
PI0000714,2024-11-04,Premium,EMEA,control,305.0,305.0,79,24095.0,9156.1
PI0000715,2024-11-04,Premium,LATAM,price_up_10,305.0,335.5,47,15768.5,5992.03
PI0000716,2024-11-04,Premium,APAC,price_down_10,305.0,274.5,63,17293.5,6571.53
PI0000717,2024-11-04,Services,North America,price_down_10,388.0,349.2,46,16063.2,4979.59
PI0000718,2024-11-04,Services,EMEA,price_down_10,388.0,349.2,37,12920.4,4005.32
PI0000719,2024-11-04,Services,LATAM,price_up_10,388.0,426.8,28,11950.4,3704.62
PI0000720,2024-11-04,Services,APAC,control,388.0,388.0,19,7372.0,2285.32
PI0000721,2024-11-11,Core,North America,control,165.0,165.0,226,37290.0,20136.6
PI0000722,2024-11-11,Core,EMEA,control,165.0,165.0,255,42075.0,22720.5
PI0000723,2024-11-11,Core,LATAM,control,165.0,165.0,129,21285.0,11493.9
PI0000724,2024-11-11,Core,APAC,price_up_10,165.0,181.5,133,24139.5,13035.33
PI0000725,2024-11-11,Add-on,North America,price_up_10,92.0,101.2,123,12447.6,7468.56
PI0000726,2024-11-11,Add-on,EMEA,price_up_10,92.0,101.2,130,13156.0,7893.6
PI0000727,2024-11-11,Add-on,LATAM,control,92.0,92.0,82,7544.0,4526.4
PI0000728,2024-11-11,Add-on,APAC,price_up_10,92.0,101.2,92,9310.4,5586.24
PI0000729,2024-11-11,Premium,North America,price_down_10,305.0,274.5,112,30744.0,11682.72
PI0000730,2024-11-11,Premium,EMEA,price_down_10,305.0,274.5,93,25528.5,9700.83
PI0000731,2024-11-11,Premium,LATAM,price_up_10,305.0,335.5,29,9729.5,3697.21
PI0000732,2024-11-11,Premium,APAC,price_up_10,305.0,335.5,58,19459.0,7394.42
PI0000733,2024-11-11,Services,North America,price_up_10,388.0,426.8,53,22620.4,7012.32
PI0000734,2024-11-11,Services,EMEA,price_down_10,388.0,349.2,58,20253.6,6278.62
PI0000735,2024-11-11,Services,LATAM,control,388.0,388.0,34,13192.0,4089.52
PI0000736,2024-11-11,Services,APAC,price_up_10,388.0,426.8,32,13657.6,4233.86
PI0000737,2024-11-18,Core,North America,price_down_10,165.0,148.5,332,49302.0,26623.08
PI0000738,2024-11-18,Core,EMEA,control,165.0,165.0,225,37125.0,20047.5
PI0000739,2024-11-18,Core,LATAM,price_up_10,165.0,181.5,122,22143.0,11957.22
PI0000740,2024-11-18,Core,APAC,control,165.0,165.0,193,31845.0,17196.3
PI0000741,2024-11-18,Add-on,North America,control,92.0,92.0,153,14076.0,8445.6
PI0000742,2024-11-18,Add-on,EMEA,price_down_10,92.0,82.8,165,13662.0,8197.2
PI0000743,2024-11-18,Add-on,LATAM,price_up_10,92.0,101.2,89,9006.8,5404.08
PI0000744,2024-11-18,Add-on,APAC,price_up_10,92.0,101.2,123,12447.6,7468.56
PI0000745,2024-11-18,Premium,North America,control,305.0,305.0,92,28060.0,10662.8
PI0000746,2024-11-18,Premium,EMEA,price_down_10,305.0,274.5,77,21136.5,8031.87
PI0000747,2024-11-18,Premium,LATAM,control,305.0,305.0,58,17690.0,6722.2
PI0000748,2024-11-18,Premium,APAC,price_up_10,305.0,335.5,49,16439.5,6247.01
PI0000749,2024-11-18,Services,North America,price_down_10,388.0,349.2,44,15364.8,4763.09
PI0000750,2024-11-18,Services,EMEA,control,388.0,388.0,57,22116.0,6855.96
PI0000751,2024-11-18,Services,LATAM,control,388.0,388.0,29,11252.0,3488.12
PI0000752,2024-11-18,Services,APAC,price_up_10,388.0,426.8,25,10670.0,3307.7
PI0000753,2024-11-25,Core,North America,control,165.0,165.0,257,42405.0,22898.7
PI0000754,2024-11-25,Core,EMEA,price_up_10,165.0,181.5,184,33396.0,18033.84
PI0000755,2024-11-25,Core,LATAM,price_down_10,165.0,148.5,143,21235.5,11467.17
PI0000756,2024-11-25,Core,APAC,price_up_10,165.0,181.5,191,34666.5,18719.91
PI0000757,2024-11-25,Add-on,North America,price_up_10,92.0,101.2,151,15281.2,9168.72
PI0000758,2024-11-25,Add-on,EMEA,price_up_10,92.0,101.2,123,12447.6,7468.56
PI0000759,2024-11-25,Add-on,LATAM,control,92.0,92.0,66,6072.0,3643.2
PI0000760,2024-11-25,Add-on,APAC,control,92.0,92.0,93,8556.0,5133.6
PI0000761,2024-11-25,Premium,North America,price_up_10,305.0,335.5,80,26840.0,10199.2
PI0000762,2024-11-25,Premium,EMEA,price_up_10,305.0,335.5,73,24491.5,9306.77
PI0000763,2024-11-25,Premium,LATAM,price_up_10,305.0,335.5,44,14762.0,5609.56
PI0000764,2024-11-25,Premium,APAC,control,305.0,305.0,66,20130.0,7649.4
PI0000765,2024-11-25,Services,North America,price_up_10,388.0,426.8,73,31156.4,9658.48
PI0000766,2024-11-25,Services,EMEA,control,388.0,388.0,36,13968.0,4330.08
PI0000767,2024-11-25,Services,LATAM,price_down_10,388.0,349.2,33,11523.6,3572.32
PI0000768,2024-11-25,Services,APAC,control,388.0,388.0,34,13192.0,4089.52
PI0000769,2024-12-02,Core,North America,price_down_10,165.0,148.5,279,41431.5,22373.01
PI0000770,2024-12-02,Core,EMEA,price_up_10,165.0,181.5,200,36300.0,19602.0
PI0000771,2024-12-02,Core,LATAM,control,165.0,165.0,160,26400.0,14256.0
PI0000772,2024-12-02,Core,APAC,control,165.0,165.0,200,33000.0,17820.0
PI0000773,2024-12-02,Add-on,North America,price_down_10,92.0,82.8,201,16642.8,9985.68
PI0000774,2024-12-02,Add-on,EMEA,price_down_10,92.0,82.8,135,11178.0,6706.8
PI0000775,2024-12-02,Add-on,LATAM,price_down_10,92.0,82.8,136,11260.8,6756.48
PI0000776,2024-12-02,Add-on,APAC,price_up_10,92.0,101.2,95,9614.0,5768.4
PI0000777,2024-12-02,Premium,North America,control,305.0,305.0,94,28670.0,10894.6
PI0000778,2024-12-02,Premium,EMEA,control,305.0,305.0,66,20130.0,7649.4
PI0000779,2024-12-02,Premium,LATAM,control,305.0,305.0,43,13115.0,4983.7
PI0000780,2024-12-02,Premium,APAC,control,305.0,305.0,64,19520.0,7417.6
PI0000781,2024-12-02,Services,North America,control,388.0,388.0,60,23280.0,7216.8
PI0000782,2024-12-02,Services,EMEA,price_up_10,388.0,426.8,49,20913.2,6483.09
PI0000783,2024-12-02,Services,LATAM,price_down_10,388.0,349.2,37,12920.4,4005.32
PI0000784,2024-12-02,Services,APAC,price_up_10,388.0,426.8,54,23047.2,7144.63
PI0000785,2024-12-09,Core,North America,price_up_10,165.0,181.5,243,44104.5,23816.43
PI0000786,2024-12-09,Core,EMEA,price_down_10,165.0,148.5,297,44104.5,23816.43
PI0000787,2024-12-09,Core,LATAM,control,165.0,165.0,154,25410.0,13721.4
PI0000788,2024-12-09,Core,APAC,control,165.0,165.0,190,31350.0,16929.0
PI0000789,2024-12-09,Add-on,North America,control,92.0,92.0,202,18584.0,11150.4
PI0000790,2024-12-09,Add-on,EMEA,price_down_10,92.0,82.8,173,14324.4,8594.64
PI0000791,2024-12-09,Add-on,LATAM,control,92.0,92.0,106,9752.0,5851.2
PI0000792,2024-12-09,Add-on,APAC,price_up_10,92.0,101.2,103,10423.6,6254.16
PI0000793,2024-12-09,Premium,North America,control,305.0,305.0,98,29890.0,11358.2
PI0000794,2024-12-09,Premium,EMEA,control,305.0,305.0,54,16470.0,6258.6
PI0000795,2024-12-09,Premium,LATAM,price_up_10,305.0,335.5,49,16439.5,6247.01
PI0000796,2024-12-09,Premium,APAC,price_down_10,305.0,274.5,73,20038.5,7614.63
PI0000797,2024-12-09,Services,North America,price_down_10,388.0,349.2,77,26888.4,8335.4
PI0000798,2024-12-09,Services,EMEA,price_up_10,388.0,426.8,45,19206.0,5953.86
PI0000799,2024-12-09,Services,LATAM,control,388.0,388.0,33,12804.0,3969.24
PI0000800,2024-12-09,Services,APAC,price_down_10,388.0,349.2,49,17110.8,5304.35
PI0000801,2024-12-16,Core,North America,price_down_10,165.0,148.5,341,50638.5,27344.79
PI0000802,2024-12-16,Core,EMEA,control,165.0,165.0,229,37785.0,20403.9
PI0000803,2024-12-16,Core,LATAM,price_down_10,165.0,148.5,158,23463.0,12670.02
PI0000804,2024-12-16,Core,APAC,control,165.0,165.0,163,26895.0,14523.3
PI0000805,2024-12-16,Add-on,North America,price_down_10,92.0,82.8,220,18216.0,10929.6
PI0000806,2024-12-16,Add-on,EMEA,control,92.0,92.0,160,14720.0,8832.0
PI0000807,2024-12-16,Add-on,LATAM,price_up_10,92.0,101.2,82,8298.4,4979.04
PI0000808,2024-12-16,Add-on,APAC,price_up_10,92.0,101.2,104,10524.8,6314.88
PI0000809,2024-12-16,Premium,North America,price_up_10,305.0,335.5,77,25833.5,9816.73
PI0000810,2024-12-16,Premium,EMEA,price_up_10,305.0,335.5,60,20130.0,7649.4
PI0000811,2024-12-16,Premium,LATAM,price_down_10,305.0,274.5,64,17568.0,6675.84
PI0000812,2024-12-16,Premium,APAC,price_up_10,305.0,335.5,52,17446.0,6629.48
PI0000813,2024-12-16,Services,North America,price_up_10,388.0,426.8,65,27742.0,8600.02
PI0000814,2024-12-16,Services,EMEA,price_down_10,388.0,349.2,44,15364.8,4763.09
PI0000815,2024-12-16,Services,LATAM,price_down_10,388.0,349.2,39,13618.8,4221.83
PI0000816,2024-12-16,Services,APAC,price_down_10,388.0,349.2,50,17460.0,5412.6
PI0000817,2024-12-23,Core,North America,control,165.0,165.0,277,45705.0,24680.7
PI0000818,2024-12-23,Core,EMEA,price_down_10,165.0,148.5,222,32967.0,17802.18
PI0000819,2024-12-23,Core,LATAM,price_up_10,165.0,181.5,109,19783.5,10683.09
PI0000820,2024-12-23,Core,APAC,price_down_10,165.0,148.5,174,25839.0,13953.06
PI0000821,2024-12-23,Add-on,North America,control,92.0,92.0,170,15640.0,9384.0
PI0000822,2024-12-23,Add-on,EMEA,control,92.0,92.0,147,13524.0,8114.4
PI0000823,2024-12-23,Add-on,LATAM,control,92.0,92.0,85,7820.0,4692.0
PI0000824,2024-12-23,Add-on,APAC,control,92.0,92.0,134,12328.0,7396.8
PI0000825,2024-12-23,Premium,North America,price_down_10,305.0,274.5,93,25528.5,9700.83
PI0000826,2024-12-23,Premium,EMEA,price_down_10,305.0,274.5,80,21960.0,8344.8
PI0000827,2024-12-23,Premium,LATAM,control,305.0,305.0,52,15860.0,6026.8
PI0000828,2024-12-23,Premium,APAC,price_up_10,305.0,335.5,56,18788.0,7139.44
PI0000829,2024-12-23,Services,North America,price_up_10,388.0,426.8,79,33717.2,10452.33
PI0000830,2024-12-23,Services,EMEA,price_down_10,388.0,349.2,63,21999.6,6819.88
PI0000831,2024-12-23,Services,LATAM,price_down_10,388.0,349.2,28,9777.6,3031.06
PI0000832,2024-12-23,Services,APAC,control,388.0,388.0,41,15908.0,4931.48
PI0000833,2024-12-30,Core,North America,price_up_10,165.0,181.5,240,43560.0,23522.4
PI0000834,2024-12-30,Core,EMEA,control,165.0,165.0,223,36795.0,19869.3
PI0000835,2024-12-30,Core,LATAM,price_down_10,165.0,148.5,144,21384.0,11547.36
PI0000836,2024-12-30,Core,APAC,price_up_10,165.0,181.5,155,28132.5,15191.55
PI0000837,2024-12-30,Add-on,North America,price_down_10,92.0,82.8,202,16725.6,10035.36
PI0000838,2024-12-30,Add-on,EMEA,price_down_10,92.0,82.8,175,14490.0,8694.0
PI0000839,2024-12-30,Add-on,LATAM,control,92.0,92.0,93,8556.0,5133.6
PI0000840,2024-12-30,Add-on,APAC,price_down_10,92.0,82.8,161,13330.8,7998.48
PI0000841,2024-12-30,Premium,North America,control,305.0,305.0,90,27450.0,10431.0
PI0000842,2024-12-30,Premium,EMEA,control,305.0,305.0,62,18910.0,7185.8
PI0000843,2024-12-30,Premium,LATAM,control,305.0,305.0,48,14640.0,5563.2
PI0000844,2024-12-30,Premium,APAC,control,305.0,305.0,81,24705.0,9387.9
PI0000845,2024-12-30,Services,North America,price_up_10,388.0,426.8,61,26034.8,8070.79
PI0000846,2024-12-30,Services,EMEA,price_up_10,388.0,426.8,47,20059.6,6218.48
PI0000847,2024-12-30,Services,LATAM,control,388.0,388.0,22,8536.0,2646.16
PI0000848,2024-12-30,Services,APAC,price_down_10,388.0,349.2,49,17110.8,5304.35
PI0000849,2025-01-06,Core,North America,price_up_10,165.0,181.5,228,41382.0,22346.28
PI0000850,2025-01-06,Core,EMEA,control,165.0,165.0,248,40920.0,22096.8
PI0000851,2025-01-06,Core,LATAM,control,165.0,165.0,146,24090.0,13008.6
PI0000852,2025-01-06,Core,APAC,price_up_10,165.0,181.5,153,27769.5,14995.53
PI0000853,2025-01-06,Add-on,North America,price_up_10,92.0,101.2,189,19126.8,11476.08
PI0000854,2025-01-06,Add-on,EMEA,control,92.0,92.0,167,15364.0,9218.4
PI0000855,2025-01-06,Add-on,LATAM,price_down_10,92.0,82.8,102,8445.6,5067.36
PI0000856,2025-01-06,Add-on,APAC,price_down_10,92.0,82.8,171,14158.8,8495.28
PI0000857,2025-01-06,Premium,North America,price_down_10,305.0,274.5,108,29646.0,11265.48
PI0000858,2025-01-06,Premium,EMEA,price_up_10,305.0,335.5,75,25162.5,9561.75
PI0000859,2025-01-06,Premium,LATAM,price_up_10,305.0,335.5,49,16439.5,6247.01
PI0000860,2025-01-06,Premium,APAC,price_up_10,305.0,335.5,62,20801.0,7904.38
PI0000861,2025-01-06,Services,North America,control,388.0,388.0,62,24056.0,7457.36
PI0000862,2025-01-06,Services,EMEA,control,388.0,388.0,64,24832.0,7697.92
PI0000863,2025-01-06,Services,LATAM,price_down_10,388.0,349.2,47,16412.4,5087.84
PI0000864,2025-01-06,Services,APAC,price_down_10,388.0,349.2,48,16761.6,5196.1
PI0000865,2025-01-13,Core,North America,price_down_10,165.0,148.5,337,50044.5,27024.03
PI0000866,2025-01-13,Core,EMEA,price_up_10,165.0,181.5,195,35392.5,19111.95
PI0000867,2025-01-13,Core,LATAM,price_down_10,165.0,148.5,159,23611.5,12750.21
PI0000868,2025-01-13,Core,APAC,control,165.0,165.0,167,27555.0,14879.7
PI0000869,2025-01-13,Add-on,North America,control,92.0,92.0,183,16836.0,10101.6
PI0000870,2025-01-13,Add-on,EMEA,price_down_10,92.0,82.8,173,14324.4,8594.64
PI0000871,2025-01-13,Add-on,LATAM,control,92.0,92.0,111,10212.0,6127.2
PI0000872,2025-01-13,Add-on,APAC,price_up_10,92.0,101.2,95,9614.0,5768.4
PI0000873,2025-01-13,Premium,North America,control,305.0,305.0,78,23790.0,9040.2
PI0000874,2025-01-13,Premium,EMEA,price_up_10,305.0,335.5,87,29188.5,11091.63
PI0000875,2025-01-13,Premium,LATAM,control,305.0,305.0,54,16470.0,6258.6
PI0000876,2025-01-13,Premium,APAC,control,305.0,305.0,64,19520.0,7417.6
PI0000877,2025-01-13,Services,North America,control,388.0,388.0,61,23668.0,7337.08
PI0000878,2025-01-13,Services,EMEA,price_up_10,388.0,426.8,40,17072.0,5292.32
PI0000879,2025-01-13,Services,LATAM,price_down_10,388.0,349.2,37,12920.4,4005.32
PI0000880,2025-01-13,Services,APAC,price_up_10,388.0,426.8,39,16645.2,5160.01
PI0000881,2025-01-20,Core,North America,control,165.0,165.0,250,41250.0,22275.0
PI0000882,2025-01-20,Core,EMEA,price_down_10,165.0,148.5,305,45292.5,24457.95
PI0000883,2025-01-20,Core,LATAM,price_down_10,165.0,148.5,164,24354.0,13151.16
PI0000884,2025-01-20,Core,APAC,price_up_10,165.0,181.5,168,30492.0,16465.68
PI0000885,2025-01-20,Add-on,North America,control,92.0,92.0,223,20516.0,12309.6
PI0000886,2025-01-20,Add-on,EMEA,price_down_10,92.0,82.8,171,14158.8,8495.28
PI0000887,2025-01-20,Add-on,LATAM,price_down_10,92.0,82.8,110,9108.0,5464.8
PI0000888,2025-01-20,Add-on,APAC,price_down_10,92.0,82.8,147,12171.6,7302.96
PI0000889,2025-01-20,Premium,North America,price_up_10,305.0,335.5,103,34556.5,13131.47
PI0000890,2025-01-20,Premium,EMEA,price_up_10,305.0,335.5,73,24491.5,9306.77
PI0000891,2025-01-20,Premium,LATAM,price_down_10,305.0,274.5,55,15097.5,5737.05
PI0000892,2025-01-20,Premium,APAC,price_up_10,305.0,335.5,55,18452.5,7011.95
PI0000893,2025-01-20,Services,North America,price_up_10,388.0,426.8,45,19206.0,5953.86
PI0000894,2025-01-20,Services,EMEA,price_down_10,388.0,349.2,49,17110.8,5304.35
PI0000895,2025-01-20,Services,LATAM,control,388.0,388.0,30,11640.0,3608.4
PI0000896,2025-01-20,Services,APAC,price_up_10,388.0,426.8,39,16645.2,5160.01
PI0000897,2025-01-27,Core,North America,control,165.0,165.0,265,43725.0,23611.5
PI0000898,2025-01-27,Core,EMEA,price_down_10,165.0,148.5,301,44698.5,24137.19
PI0000899,2025-01-27,Core,LATAM,control,165.0,165.0,158,26070.0,14077.8
PI0000900,2025-01-27,Core,APAC,price_down_10,165.0,148.5,217,32224.5,17401.23
PI0000901,2025-01-27,Add-on,North America,price_down_10,92.0,82.8,238,19706.4,11823.84
PI0000902,2025-01-27,Add-on,EMEA,price_up_10,92.0,101.2,149,15078.8,9047.28
PI0000903,2025-01-27,Add-on,LATAM,price_down_10,92.0,82.8,99,8197.2,4918.32
PI0000904,2025-01-27,Add-on,APAC,control,92.0,92.0,132,12144.0,7286.4
PI0000905,2025-01-27,Premium,North America,price_down_10,305.0,274.5,110,30195.0,11474.1
PI0000906,2025-01-27,Premium,EMEA,price_down_10,305.0,274.5,97,26626.5,10118.07
PI0000907,2025-01-27,Premium,LATAM,price_up_10,305.0,335.5,38,12749.0,4844.62
PI0000908,2025-01-27,Premium,APAC,price_down_10,305.0,274.5,73,20038.5,7614.63
PI0000909,2025-01-27,Services,North America,control,388.0,388.0,54,20952.0,6495.12
PI0000910,2025-01-27,Services,EMEA,price_up_10,388.0,426.8,48,20486.4,6350.78
PI0000911,2025-01-27,Services,LATAM,control,388.0,388.0,33,12804.0,3969.24
PI0000912,2025-01-27,Services,APAC,control,388.0,388.0,45,17460.0,5412.6
PI0000913,2025-02-03,Core,North America,price_down_10,165.0,148.5,371,55093.5,29750.49
